,group_id,group_name,startyear,endyear,active,complete,description,on_any_map,map_name,_merge,lat,long
105,353,Revolutionary Cells,1972.0,0.0,1.0,1.0,"The Revolutionary Cells (Revolutionäre Zellen) was formed in Frankfurt am Main around 1972-1973. They rejected the Baader-Meinhof Gangs approach to group dynamics. Instead of completely going underground, they organized into semi-autonomous cells, each aware of the groups overall mission yet mostly unaware of the identities of other group members. Virtually all of the members of Revolutionary Cells were legals  part-time operatives who otherwise maintained legal jobs and had families. They were said to number in the several hundred at one point in the mid-1980s, but precise numbers remain unclear.",1.0,,master only (1),0.0,0.0
106,355,Rote Zora,0.0,0.0,1.0,0.0,"Red Zora, or Rote Zora, was a feminist splinter group of the Revolutionary Cells that targeted sex shops, embassies, and factories that it believed to be contributing to the oppression of women. While it used bombings in its attacks, it intentionally avoided causing casualties.",1.0,,master only (1),0.0,0.0
107,357,Red Army Faction (Rote Armee Fraktion),0.0,0.0,1.0,0.0,"The Red Army Faction, or the Baader-Meinhof gang, was a violently anti-capitalist branch of the radical student movement in the late 1960s. It carried out a campaign against the German elite and U.S. military personnel that killed over thirty. The group robbed banks and used bombings and assassinations as standard tactics. It dissolved on April 20th, 1998. ",1.0,Germany,matched (3),7.369014739990234,49.16877746582031
108,361,Kata'ib Hezbollah,2007.0,0.0,1.0,1.0,"Kataib Hezbollah (KH), also known as the Hezbollah Brigades, is a Shiite Iraqi insurgent group in Iraq and Syria that was founded in 2007. The group is led by Abu Mahdi al-Muhandis and receives large amounts of training, logistical support, and weapons from the Iranian Islamic Revolutionary Guards Corps (IRGC).  From 2007-2011, KH directed the majority of its attacks against U.S.-Coalition forces in Iraq and was designated as a foreign terrorist organization by the U.S. on July 2, 2009. Following the U.S. withdrawal from Iraq in 2011, KH sent large numbers of its fighters to Syria to fight alongside Hezbollah and the Assad government. KH has also deployed its troops in Iraq to fight the Islamic State (IS) and is a member of the Popular Mobilization Forces (PMF), an umbrella group of Shiite militant groups fighting IS in Iraq.",1.0,Aleppo,matched (3),33.25171661376953,35.66961669921875
109,363,Haqqani Network,1970.0,0.0,1.0,1.0,"The Haqqani Network (HN) is a Sunni Islamist militant organization operating in the southeastern region of Afghanistan and the northwestern Federally Administered Tribal Areas in Pakistan. HN was founded by Mujahideen commander Jalaluddin Haqqani in the late 1970s, and rose to prominence in the anti-Soviet war in the 1980s. The core structure of HN is largely familial and hierarchical. HNs primary goals are to expel foreign forces, increase influence over new territory, and restore Taliban rule. HN employs a variety of tactics including violence, co-option, and infiltration of local security forces and government structures to consolidate its power and support Taliban, Al Qaeda, and other state and non-state actors. ",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
110,367,The Taliban,1994.0,0.0,1.0,1.0,"The Taliban (not to be confused with the Tehreek-e-Taliban in Pakistan (TTP)) is a far right Islamist militant organization created in 1994 seeking to establish a strictly Shariah-governed Afghan state. The Taliban achieved this goal in 1996 and ruled Afghanistan through 2001. Since 2001, the Taliban has actively fought to push U.S. and NATO military forces out of Afghanistan and delegitimize the current government of Afghanistan. The Taliban utilizes IEDs, rocket attacks, conventional warfare, unconventional warfare, suicide bombers, mortar strikes, small arms fire, kidnappings, and assassinations to pursue its goals.",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
111,369,Chechen Republic of Ichkeria,1991.0,2007.0,0.0,1.0,The Chechen Republic of Ichkeria was founded after the collapse of the Soviet Union. The aim of the Republic was to establish an independent Chechnya under Shariah. In order to achieve this goal they worked with other terrorist groups in the North Caucasus to fight the Russian Federation. The group was absorbed into the Caucasus Emirate upon its formation in 2007.,1.0,North Caucasus,matched (3),0.0,0.0
112,371,Yarmuk Jamaat,2002.0,2007.0,0.0,0.0,"The Yarmuk Jamaat began in mid-2002 in Kabardino-Balkaria under Muslim Atayev. His death in 2004  prompted Anzor Astemirov, who would be a leading figure in the Caucasus Emirate, to lead the Jamaat. They wanted to establish the independence of Kabardino-Balkaria from the Russian Federation. The Jamaat is most known for the failed Nalchik raid in 2005. In 2007, the Yarmuk Jamaat no longer functioned as an independent entity; they became  members of the newly established Caucasus Emirate upon its creation in 2007.",1.0,North Caucasus,matched (3),0.0,0.0
113,373,Ingush Jamaat,2000.0,2007.0,0.0,0.0,"The Ingush Jamaat began in 2000 by Ingush rebels who aimed to achieve independence from Russia.  To achieve this goal the group collaborated with other prominent terrorist groups in the North Caucasus.The Ingush Jamaats most prominent attack was the Nazran Raid in 2004 led by rebel Shamil Basayev, who became an integral part of several terrorist organizations, including the Caucasus Emirate.  The Ingush Jamaat, like other terrorist groups functioning out of the North Caucasus, became a member of the Caucasus Emirate upon its creation in 2007. ",1.0,North Caucasus,matched (3),0.0,0.0
114,375,Shariat Jamaat,2002.0,2007.0,0.0,0.0,"Shariat Jamaat began in 2002 in Dagestan. The Shariat Jamaat was known for its violent tactics, especially the use of suicide bombers in and around Dagestan. Like the Ingush and Yarmuk Jamaats, the Shariat Jamaart sought independence from the Russian Federation. In order to establish independence the Shariat Jamaat worked with the other terrorist groups emanating from the North Caucasus. With the creation of the Caucasus Emirate in 2007 the Shariat Jamaat no longer functioned by itself, rather they became a part of the Caucasus Emirate. ",1.0,North Caucasus,matched (3),0.0,0.0
115,377,Liberation Army of Dagestan,1999.0,2007.0,0.0,0.0,"The Liberation Army of Dagestan was formed in 1999. This radical group took responsibility for the apartment building bombings in Moscow, Russia in September 1999.  Later investigation showed that the Liberation Army of Dagestan was linked to the Islamic Army of Dagestan led by Al-Khattab and Shamil Basayev, which was responsible for the invasion of Dagestan in 1999. Like other terrorist groups functioning out of the North Caucasus the Liberation Army of Dagestan wanted to establish an independent region (Dagestan) from the Russian Federation. There is limited information about this group, but it is known that the group is now defunct and its members function within the Caucasus Emirate. ",1.0,North Caucasus,matched (3),0.0,0.0
116,379,Moro National Liberation Front,1972.0,0.0,1.0,1.0,"The Moro National Liberation Front (MNLF) is an Islamic separatist organization based in the southern Philippines that seeks autonomy for Filipino Muslims, called Moros. The MNLF was established in 1972, and it led the Moro separatist movement until the 1996 Final Peace Agreement between the MNLF and the Philippine government. Since 1996, the MNLF has been surpassed in strength and influence by its rival group, the Moro Islamic Liberation Front (MILF), which began its own peace talks with the Philippine government. Today, the MNLF consists of many factions, some of which support current negotiations between the Philippine government and the MILF.",1.0,Philippines,matched (3),121.51332092285156,19.249160766601562
117,389,Tupamaros West-Berlin,1969.0,1971.0,0.0,1.0,"Members of the West Berlins Kommune I formed a low-level urban guerrilla group called Tupamaros West Berlin (TW) in mid-1969. After the group disbanded, the core members founded the Movement 2 June. Another low-level urban guerrilla group called Tupamaros Munich was also formed during the late sixties, but also disbanded without causing much harm. TW was a small German Marxist militant organization which carried out a series of bombings and arson attacks against the state of the Federal Republic of Germany. Their attacks were centered in West-Berlin. The group was active between the fall of 1969 and the beginning of the 1970s. ",1.0,Germany,matched (3),7.369014739990234,49.16877746582031
118,391,Socialists' Patients Collective,1970.0,0.0,1.0,0.0,"The SPK was created by Dr. Wolfgang Huber, a staff member of the Heidelberg University, and promoted the idea that capitalism was the root cause of the mental and physical sickness in Germany. The group grew in numbers, much to the University's disapproval, until Huber was arrested in 1971 after the SPK began its low-scale attacks. The group was essentially dissolved, with members moving to activist groups and other terrorist groups in Germany.",1.0,Germany,matched (3),7.369014739990234,49.16877746582031
119,393,Kommune 1,0.0,0.0,1.0,0.0,"Kommune 1 was a community of leftist protesters governed by a unique ideology linked to Maoism. Its members carried out political protests and publicity-driven stunts. It is most known for its attempted 1967 pudding assassination of U.S. Vice President Herbert Humphrey, in which members were arrested before they were able to throw plastic bags filled with yogurt, flour, and pudding at the vice president. ",1.0,Germany,matched (3),7.369014739990234,49.16877746582031
120,395,Al Qaeda Kurdish Battalions,2007.0,0.0,1.0,1.0,"Al Qaeda Kurdish Battalions (AQKB) is a Kurdish, Salafi militant organization affiliated with Al Qaeda (AQ) that operates in Iraqi Kurdistan.  Since its formation in March 2007, the group has a primarily targeted the Kurdistan Regional Government. However, beginning in April 2014, AQKB may also be engaged fighting the Islamic State (IS).",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
121,397,International Islamic Peacekeeping Brigade,1998.0,2003.0,0.0,1.0,International Islamic Peacekeeping Brigade was founded by Chechen rebel Shamil Basayev and Saudi national Ibn Al-Khattab in 1998. They sought to establish an independent Chechnya and North Caucasus under Shariah. IIPB served as the major liaison between Al Qaeda and terrorist organizations in the North Caucasus. The group was absorbed into the Caucasus Emirate upon its formation in 2007.,1.0,North Caucasus,matched (3),0.0,0.0
122,401,Egyptian Islamic Jihad,1979.0,1998.0,0.0,1.0,"The Egyptian Islamic Group (EIJ) was a militant Islamist organization founded in 1979 as a splinter of the Muslim Brotherhood.  It is most famous for its 1981 assassination of Egyptian President Anwar Sadat and for its close ties to Al Qaeda. The group originated in Egypt, but following a crackdown by the Egyptian government, many of the groups members emigrated first to Afghanistan, then to Sudan, and eventually back to Afghanistan.  Although initially the EIJ sought to overthrow the Egyptian government and establish an Islamic state in its stead, as the EIJ grew more intertwined with Al Qaeda, it reoriented to focus on global Jihad against the West. The EIJs most famous leader was Aymenn al-Zawahiri, who became Osama bin Ladens second in command in Al Qaeda after the EIJ merged into Al Qaeda in 1998.",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
123,403,Special Purpose Islamic Regiment,1996.0,2003.0,0.0,1.0,"The Special Purpose Islamic Regiment was founded in 1996 by Chechen separatist Arbi Barayev. The mission of the group was to establish an independent Chechnya under Shariah. They worked with the other terrorist groups in the North Caucasus like the Chechen Republic of Ichkeria, the Special Purpose Islamic Regiment, and the International Islamic Peacekeeping Brigade to lead joint operations against the Russian Federation. Like the other groups in the area they received financial assistance from Al Qaeda. The group was absorbed into the Caucasus Emirate upon its formation in 2007.",1.0,North Caucasus,matched (3),0.0,0.0
124,405,Supreme Council for Islamic Revolution in Iraq,1982.0,0.0,1.0,0.0,"The Supreme Council for Islamic Revolution in Iraq (SCIRI), known since 2009 as the Supreme Iraqi Islamic Council (ISCI), is a Shiite political party in Iraq with an active militant wing.  ISCI was established by Shiite exiles in Iran, who, in 1982, formed the group with a mission to overthrow Saddam Hussein and install an Iranian-style government. After Saddam Hussein was overthrown, the party quickly tried to establish power in Iraq under the guidance of its new leader, Abdul Aziz al-Hakim.   Al-Hakim led the group to increased power through a series of image reforms coupled with pragmatic political decisions to distance the group from its unpopular linkages with Iran and the United States.  One of the main ways that al-Hakim distanced the group from Iran was by switching its formal name to the Islamic Supreme Council of Iraq (ISCI); however, the group is still commonly referred to as SCIRI. ISICs militia is still active, and is by some estimates 10,000 strong. The militia mainly active in the north, where it has in recent years clashed with the British army and Mahdi forces. The group continues, to varying degrees, advocate a separate Shiite-run region in the oil-rich southern Iraq. In 2009, its leader al-Hakim died and was succeeded by his son, Ammar al-Hakim, but doubts remain about his ability to effectively lead the group. ",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
125,407,Muerte a Secuestradores,1981.0,1995.0,0.0,0.0,"In 1981, members of the Medellin Cartel, including Pablo Escobar and Carlos Ledher Rivas, established Muerte a Secuestradores (MAS), or in English, Death to Kidnappers. MAS started as a private army with 2,230 fighters, allied with the Colombian military to combat leftist guerrillas including the M-19, the Revolutionary Armed Forces of Colombia (FARC), the National Liberation Army (ELN), and the Popular Liberation Army (EPL). MAS grew to include many small paramilitary groups and became the blanket title for private armies that opposed leftist guerrilla groups.  In the late 1980s, MAS assassinated hundreds of Union Patriotica members, members of a political party sponsored by the FARC, and many April 19 Movement Democratic Alliance (AD M-19) party members, a party created by M-19 members after its demobilization. By the mid 1990s, MAS weakened in strength and numbers, and the United Self-Defense Forces of Colombia took MAS place as the largest paramilitary group in Colombia.",1.0,Colombia,matched (3),-81.71305847167969,12.490276336669922
126,409,Islamic Movement of Uzbekistan,1991.0,0.0,1.0,1.0,"The Islamic Movement of Uzbekistan (IMU) is an Islamist militant group seeking to overthrow the Uzbek government and install an Islamic, Sharia-driven government. The group operates out of northern Afghanistan, conducting operations in Kyrgyzstan, Uzbekistan, and Tajikistan. With between 500-1000 members, the IMU is closely allied to al-Qaeda and the Taliban, and frequently conducts joint operations with the two organizations. More recent analysis of IMU activity suggests that they are working with groups to overthrow the current government of Pakistan. The IMU has its central bases in Tajikistan and Taliban-controlled parts of northern Afghanistan.",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
127,411,Tehreek Nifaz-e-Shariat Mohammadi,1994.0,0.0,1.0,0.0,"Tehreek Nifaz-e-Shariat Mohammadi is a Pakistani militant group whose goal is to enforce Shariah law in the Malakand Division of Pakistan, a region that includes Swat valley. Maulana Sufi Muhammad established the group after the Malakand insurgency in 1994 after gaining support from a court decision supporting Provincially Administered Tribal Areas as well as implementing an armed campaign to overtake government functions in Swat valley. The group pushed for a series of judicial reforms favoring Shariah law in their region. TNSM promotes boycotts of local elections, portraying the Pakistani government as Western-imposed.  With the U.S. invasion of Afghanistan in 2001, Sufi Muhammad led 10,000 TNSM fighters to aid the Taliban. In 2009, TNSM increased its hold on Swat valley with another offensive involving 4,000 TNSM militants. Under international pressure, the Pakistani government responded by sending 30,000 troops to try to reverse TNSMs offensive. Sufi Muhammad negotiated a truce with Pakistan over the conflict in Swat valley, in which the TNSM agreed to a two-year cease fire in return for implementation of Shariah law. The truce was viewed internationally as acquiescence to TNSM ideology.",1.0,Pakistan -- All,matched (3),29.473697662353516,63.230438232421875
128,413,Riyadus-Salikhin Reconnaissance and Sabotage Brigade,1999.0,2009.0,0.0,1.0,"Riyadus-Salikhin Reconnaissance and Sabotage Brigade was founded as a martyr brigade in 1999. Their mission was to establish an independent Chechnya and eventually an independent North Caucasus. After the death of their leader, Shamil Basayev, in 2006 the organization decreased their attacks. Then in 2009, the Caucasus Emirate reinstated the group. ",1.0,North Caucasus,matched (3),0.0,0.0
129,417,Al-Badr,1998.0,0.0,1.0,0.0,"Al-Badr, initially a group within Hizbul Mujahideen (HM) that split off in 1998, is a Pakistani supported Kashmiri organization comprised mostly of foreign fighters.",1.0,Pakistan -- All,matched (3),29.473697662353516,63.230438232421875
130,425,Lashkar-e-Zil,2002.0,0.0,1.0,1.0,"Lashkar-e-Zil (LeZ) is the paramilitary special forces branch of Al Qaeda (AQ).  The group was formed in 2002 as a successor to Brigade 055, AQs former special operations unit that was shattered in the U.S. invasion of Afghanistan in 2001.  LeZ operates in Pakistan and Afghanistan and works closely with many of the other militant organizations in the region, including the Haqqani Network, Tehreek-e-Taliban (TTP), and the Afghani Taliban. ",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
131,433,Zain Group,2007.0,0.0,1.0,1.0,"Also known as Abdullah Mehsud group. Qari Zainuddin Mehsud split from Baitullah Mehsuds Tehrik-i-Taliban-aligned group in 2007, following the death of his TTP-affiliated cousin Abdullah Mehsud. Zain blamed Baitullah for the death of his cousin as well as several other family members. Zain led his anti-Baitullah, pro-government splinter group in what has been called a blood feud with this rival TTP group.  Zains group, estimated between 700 and 3,000 strong, is based in the KP province but seeks to fight Baitullahs forces in South Waziristan.  Zains group accepted help from the Pakistani government, which was also seeking to defeat Baitullah. Zain was assassinated on June 23, 2009 by a trusted guard loyal to Baitullah.  Baitullahs forces in the TTP have claimed responsibility.  Since Zains death, Misbahuddin Mehsud (Toofas Mehsud) is the new leader, and has reaffirmed the fight against Baitullah as well as claimed support for Taliban militants in Afghanistan fighting jihad against the US forces, particularly for Mullah Omar. ",1.0,Pakistan -- All,matched (3),29.473697662353516,63.230438232421875
132,435,Badr Organization of Reconstruction and Development,2012.0,0.0,1.0,1.0,"The Badr Organization of Reconstruction and Development, formerly known as the Badr Brigades, is a Shiite militant organization that operates in Iraq and Syria. The Badr Organization advocates for the creation of a separate Shiite region in Southern Iraq and is closely allied with Iran, receiving funding and support from the nation. The Badr Organization was founded as the militia wing of the Islamic Supreme Council of Iraq (ISCI), a Shiite political party that was formerly known as the Supreme Council for the Islamic Revolution (SCIRI). In 2012, the Badr Organization broke away from the ISCI to maintain ties with Iran after the ISCI attempted to disassociate from the nation. ",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
133,437,Ansar Dine,2011.0,0.0,1.0,1.0,"Ansar Dine, translated as Defenders of the Faith, is an Islamic group founded in December 2011 by Iyad Ag Ghali.  The group aims to establish Shariah law across Mali and targets western civilians and peacekeepers. Ansar Dines ideology closely mirrors that of Al Qaeda in the Islamic Maghreb (AQIM) and is reportedly a domestic front group for AQIM, though it has never been publicly recognized by AQIM as an official affiliate.  Ansar Dine is best known for its takeover of northern Mali with the National Movement for the Liberation of Azawad (MNLA), AQIM and the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) after the Malian coup of 2012. Ansar Dine occupied and implemented Shariah law in Timbuktu and its environs from June 2012 until January 2013, when the French military intervened.  In early July 2012, Ansar Dine made national headlines when it destroyed seven mausoleums in Timbuktu, which were part of a United Nations World Heritage site. The Macina Liberation Front (FLM) was allegedly formed as an affiliate to Ansar Dine for coordination of its operations in central and southern Mali.  ",1.0,North Africa,matched (3),0.0,0.0
134,439,National Movement for the Liberation of Azawad,2011.0,0.0,1.0,0.0,"The Movement for the Liberation of Azawad (MNLA) is a separatist militant organization that formed in October 2011 and is made up predominately of ethnic Tuaregs.  The MNLA aimed to establish a secular, independent state called Azawad, that historically contained the vast portion of desert including Timbuktu, Kidal, Gao and their environs in Mali. In mid January of 2012, the MNLA, armed with sophisticated military equipment from Libya, launched assaults on towns in northern Mali. In response to the Malian military coup in March 2012, the MNLA briefly allied itself with Ansar Dine (AD), the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO), Al Qaeda in the Islamic Maghreb (AQIM) and its semi-autonomous battalion, the Those Who Sign in Blood Brigade, to take advantage of the lack of rule of law and occupy northern Mali.  However shortly after the groups gained control of the north, this alliance ended and fighting broke out between the MLNA and the other militant groups, who wanted a united Mali with Shariah law rather than a secular, independent state of Azawad.  By the end of 2012, the MNLA had lost the vast majority of its northern territory.  In June 2013, the MNLA signed a ceasefire agreement with the Malian government, but broke it in September to continue to fight for the independence of Azawad.  The MNLA joined the Arab Movement for Azawad (MAA) and the High Council for the Unity of Azawad (HCUA) in an umbrella group called the Coordination of the Movements of Azawad (CMA) in November 2013. On June 20, 2015, after a long peace process, the MNLA, along with the HCUA and the MAA, as a part of the CMA, signed the Agreement on Peace and Reconciliation in Mali with the Malian government on political and institutional reforms related to defense and security.  Today, the MNLA continues as a political movement within Mali.",1.0,North Africa,matched (3),0.0,0.0
135,445,Lashkar-e-Islam,2004.0,0.0,1.0,1.0,Lashkar-e-Islam (LeI) is a militant group operating out of the Khyber Agency of Pakistan. It started off as a sectarian group with anti-Barelvi leanings. The overall strength of the organization is unknown. It has been reported by multiple media outlets that LeI has a rivalry with Tehreek-e-Taliban Pakistan (TTP). Leaders of LeI have heavily employed FM radio stations as a mean of communicating to their followers and supporters. It was successful in setting up a parallel government in Khyber Agency in 2008. LeI continues to be an anti-Taliban group.,1.0,Pakistan,matched (3),63.230438232421875,29.473697662353516
136,449,Nazir Group,2006.0,0.0,1.0,1.0,"The Nazir Group is a faction of the Pakistani Taliban that operates in South Waziristan.  Although it is unknown precisely when the group formed, it first gained prominence in 2006, when its original leader, Maulvi Nazir, received the support of the Pakistani Taliban under Mullah Dadullah and the approval of the Taliban Shura. The Nazir Group's primary focus is on combatting U.S.-led coalition forces and the governments of Afghanistan and Pakistan.  The group aligns itself with Al Qaeda and embraces the philosophy of global jihad. The group is currently active under the leadership of Bahawal Khan, and operates primarily in Wana, South Waziristan and the Afghanistan-Pakistan region.",1.0,Pakistan -- All,matched (3),29.473697662353516,63.230438232421875
137,451,Lashkar-e-Jhangvi Al Alami,2010.0,0.0,1.0,0.0,"Lashkar-e-Jhangvi Al-Alami is a splinter of Lashkar-e-Jhangvi (LeJ), which is the militant wing of Sipah Sahaba Pakistan (SSP) that has 17 international branches outside Pakistan including in UK and Canada.",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
138,453,313 Brigade,2008.0,0.0,1.0,0.0,"313 Brigade is Al-Qaeda's military arm in Pakistan, made up of Taliban and allied jihadist groups. Members of Laskhar-e-Jhangvi, Harkat-ul-Jihad-al-Islami, Lashkar-e-Taiba, Jaish-e-Mohammed, Jundallah, and several other Pakistani terror groups merged with Al-Qaeda in Pakistan to form 313 Brigade under the leadership of Ilyas Kashmiri. ",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
139,455,Balochistan National Front,2009.0,0.0,1.0,0.0,Baloch National Front is a political alliance of eight Baloch nationalist organizations seeking independance of the Balochistan province from Pakistan. ,1.0,,master only (1),0.0,0.0
140,457,Balochistan Liberation Front,1964.0,0.0,1.0,1.0,"The Balochistan Liberation Front (BLF) is an ethno-nationalist separatist military organization that is currently fighting against the Pakistani government for an independent Balochi state. The organization was founded in 1964 and fought in the Iranian Balochi Revolt of 1968-1973 and the Independent Balochistan Movement of 1973-1977; in 2003 resurfaced to fight the Pakistani government in the province of Balochistan. The group uses rocket strikes, IEDs, small-arms attacks, social media and nationalist press statements to push for its goals. The BLF targets foreign workers, aid workers, Pakistani security forces, politicians, and journalists. ",1.0,,master only (1),0.0,0.0
141,459,Jundullah,2003.0,0.0,1.0,0.0,"Jundullah is an Islamist group based in Pakistan that seeks to overthrow Pakistani religious minorities and establish a strict Sunni theocracy. Jundallah is linked to Tehrik-i-Taliban Pakistan (TTP) and has carried out high profile attacks on Pakistani state assets and sectarian targets, such as Shi'ite and Christian places of worship. They are also known for attacks on civilians, such as an attack on a school in Peshawar that killed hundreds of children. In a leaked memo, the Pakistani government stated the group has a total of 12,000 to 20,000 fighters. However, according to Reuters, both Jundullah militants and Pakistani security officials dismissed the memo as not credible. In November 2014, Jundullah vowed allegiance to the Islamic State (IS) after a meeting with a three-man delegation representing IS led by al Zubair al Kuwaiti.",1.0,Global Islamic State,matched (3),0.0,0.0
142,465,Tehreek-e-Jafaria Pakistan,1979.0,0.0,1.0,0.0,TJP was formed in 1979 to protect the interests of the Shiite minority and to spread the ideas of Ayatollah Khomeini.,1.0,Pakistan -- All,matched (3),29.473697662353516,63.230438232421875
143,487,Ras Kamboni Brigade,2008.0,2010.0,0.0,1.0,"The Ras Kamboni Brigade was an Islamist militia operating primarily in Jubaland, located in southern Somalia near the border with Kenya. It was founded sometime in the 2000s by Hassan Abdullah Hersi al-Turki, a former leader in an Islamist group called Al Ittihad Al Islamiya (AIAI) and its successor, the Islamic Courts Union (ICU). The Ras Kamboni Brigade fought against Somalias Transitional Federal Government (TFG) and foreign troops. In 2009, the group briefly merged with three other Islamist militant groups to form a new organization, Hizbul Islam. However, over the course of late 2009 and early 2010, the Ras Kamboni Brigade broke away from Hizbul Islam. The group split into two factions; one faction, led by al-Turki, joined Al Shabaab, and the other faction formed a new group, the Ras Kamboni Movement.",1.0,Somalia,matched (3),42.073883056640625,4.176146507263184
144,489,Ras Kamboni Movement ,2010.0,0.0,1.0,1.0,"The Ras Kamboni Movement is an Islamist militia based in southern Somalia that emerged as a splinter group of the Ras Kamboni Brigade in 2010. Since its appearance as an independent group, the Ras Kamboni Movement has been led by Ahmed Mohamed Islam, better known as Madobe. The Ras Kamboni Movements main rival is Al Shabaab, another Islamist militant organization in Somalia, and the two groups have fought for control of various areas in southern Somalia, especially the major port city of Kismayo. The Ras Kamboni Movement has held de facto control of Kismayo since 2012, although it has continued to fight other militias seeking to control the city. The group has alternately cooperated with government forces or other militant groups in order to consolidate its rule. It has identified some of its principal goals as expelling Al Shabaab from southern Somalia and maintaining control of Kismayo.",1.0,Somalia,matched (3),42.073883056640625,4.176146507263184
145,493,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2011.0,0.0,1.0,1.0,"Hayat Tahrir al-Sham (Tahrir al-Sham), formerly known as Jabhat al-Nusra (Al-Nusra), is a Sunni opposition group that aims to overthrow the Assad Regime and establish an Islamic Emirate in Syria. The group targets the Assad Regime, Shiite forces and U.S backed forces in 11 of Syrias 13 governorates and has conducted operations in Lebanons Bekka Valley. Al-Nusra was formed in late 2011, when Al Qaeda in Iraq (AQI) emir Abu Bakr al-Baghdadi sent AQI operative Abu Muhammad al-Julani to Syria to organize regional jihadist cells. At its inception, Al-Nusra began harboring the Khorasan Group, a cell of approximately two-dozen experienced Al Qaeda (AQ) jihadists who were sent to Syria by central AQ leadership in order to develop international terror plots. However Al-Nusra began targeting the Islamic State (IS, formerly AQI) in January 2014 amid rising tensions between IS and the Sunni opposition forces. Additionally in July 2016, Al-Nusra ended its affiliation with Al Qaeda (AQ) and changed its name to Jabhat Fatah al-Sham (The Front for the Conquest of the Levant). Throughout the conflict, the group has sought to cast itself as an irreplaceable military ally for opposition forces, and has a longstanding military partnership with Ahrar al-Sham.",1.0,Aleppo,matched (3),33.25171661376953,35.66961669921875
146,495,Colonel Karuna Faction,2004.0,2009.0,0.0,0.0,"The Colonel Karuna faction is a splinter group of the LTTE, led by former LTTE military commander Vinayagamoorthi Muralitharan, known commonly as Colonel Karuna. Colonel Karuna defected from the LTTE over suspicion that he was to be removed as commander of the LTTEs Eastern division and disagreement over LTTE operations in Northern Sri Lanka. The organizations military wing is called the Tamil National Front and its political wing is known as the Tamileela Makkal Viduthalai Pulligal (TMVP). By April 2004, the LTTE had subdued the breakway faction; however, Colonel Karuna escaped with a small group of supporters and regrouped in Colombo. In 2007, the TVMP was registered as an official political party, although the group continued to operate a military wing against the LTTE. On March 9, 2009, Colonel Karuna and his followers left the TVMP to join the Sri Lanka Freedom Party (SFLP), and Karuna was appointed the Minister of National Reconcilation and Integration.  ",1.0,Sri Lanka,matched (3),81.78526306152344,6.67249870300293
147,499,People's Liberation Organization of Tamil Eelam,1980.0,0.0,1.0,1.0,"The People's Liberation Organization of Tamil Eelam (PLOTE) was a militant Tamil separatist group fighting for an independent Tamil homeland in northeastern Sri Lanka. The group was founded by a former LTTE member and the two groups continued to clash until the military defeat of the LTTE in 2009. In the 1980s, PLOTE enjoyed the support of the Indian intelligence services (RAW); however, the group reached its military peak in 1985. Afterwards, RAW withdrew their support, and the LTTE launched a major offensive against PLOTE, causing the majority of its members to defect to the LTTE or be killed. Today, the PLOTE is a minor political party and small paramilitary force. ",1.0,Sri Lanka,matched (3),81.78526306152344,6.67249870300293
148,501,Eelam National Democratic Liberation Front,1987.0,0.0,1.0,0.0,"The Eelam National Democratic Liberation Front (ENDLF) was created in 1987 by the merger of Three Stars, a PLOTE splinter group led by Paranthan Rajan, and other ex-PLOTE and ex-EPRLF members. The merger was facilitated by RAW, the external unit of Indians Intelligence Services. After the IPKF left Sri Lanka in 1990, Rajan and the ENDLF shifted their base to India. In 2004, the ENDLF aligned itself with the anti-LTTE Karuna faction and actively recruited cadres for this group in refugee camps in Tamil Nadu, India. Today, the ENDLF is a pro-government paramilitary group and a minor political party.   ",1.0,Sri Lanka,matched (3),81.78526306152344,6.67249870300293
