"","link_id","type","group1_id","group2_id","description","group1_name","group2_name","year","multiple","map_name","primary"
"287",615,"Affiliates",367,363,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time.","The Taliban","Haqqani Network",2009,1,"Pakistan -- All","Pakistan"
"288",569,"Affiliates",367,363,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time.","The Taliban","Haqqani Network",1996,1,"Global Al Qaeda","Global Al Qaeda"
"289",577,"Affiliates",367,363,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time.","The Taliban","Haqqani Network",2009,1,"Global Al Qaeda","Global Al Qaeda"
"290",611,"Affiliates",367,363,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates.","The Taliban","Haqqani Network",2012,1,"Global Al Qaeda","Global Al Qaeda"
"291",615,"Affiliates",367,363,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates.","The Taliban","Haqqani Network",2009,1,"Global Al Qaeda","Global Al Qaeda"
"292",571,"Affiliates",363,367,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates.","Haqqani Network","The Taliban",2009,1,"Pakistan","Pakistan"
"293",571,"Affiliates",363,367,"ASG's founder, Ustadz Abdurajak Janjalani, becomes close friends with Osama bin Laden when the two live together in Peshawar, Pakistan in the 1980s. Janjalani's close friend in ASG, Ramzi Yousef, plans the Bojinka plots, a set of plans to bomb 11 U.S. jetliners and assassinate Pope John Paul in Manila on a planned trip in 1995. The plots were foiled.","Haqqani Network","The Taliban",2009,1,"Pakistan -- All","Pakistan"
"294",571,"Affiliates",363,367,"ASG militants kidnap an American tourist in Jolo and demand an exchange for US prisoners Sheikh Omar Abdel Rahman and Ramzi Yousef, who were in jail for their involvement in the 1993 World Trade Center bombing (carried out by al-Qaeda).","Haqqani Network","The Taliban",2009,1,"Global Al Qaeda","Pakistan"
"295",575,"Affiliates",105,363,"ASG's founder, Ustadz Abdurajak Janjalani, becomes close friends with Osama bin Laden when the two live together in Peshawar, Pakistan in the 1980s. Janjalani's close friend in ASG, Ramzi Yousef, plans the Bojinka plots, a set of plans to bomb 11 U.S. jetliners and assassinate Pope John Paul in Manila on a planned trip in 1995. The plots were foiled.","Tehrik-i-Taliban Pakistan","Haqqani Network",2008,1,"Pakistan","Pakistan"
"296",575,"Affiliates",105,363,"ASG militants kidnap an American tourist in Jolo and demand an exchange for US prisoners Sheikh Omar Abdel Rahman and Ramzi Yousef, who were in jail for their involvement in the 1993 World Trade Center bombing (carried out by al-Qaeda).","Tehrik-i-Taliban Pakistan","Haqqani Network",2008,1,"Pakistan -- All","Pakistan"
"297",575,"Affiliates",105,363,"JI operative Fathur Rahman Al-Ghozi, known as \""Mike the Bomb-Maker\"" is arrested in Indonesia. He admits to having been involved in the Rizal Day bombings (22 killed, 100+ injured) and that he shared his bomb-making skills with ASG members in the past.","Tehrik-i-Taliban Pakistan","Haqqani Network",2008,1,"Global Al Qaeda","Pakistan"
"298",579,"Affiliates",21,152,"JI operative Fathur Rahman Al-Ghozi, known as \""Mike the Bomb-Maker\"" is arrested in Indonesia. He admits to having been involved in the Rizal Day bombings (22 killed, 100+ injured) and that he shared his bomb-making skills with ASG members in the past.","Al Qaeda","Abu Sayyaf Group",1994,1,"Global Islamic State","Global Al Qaeda"
"299",587,"Allies",21,152,"A series of coordinated church bombings (15+ bombs) throughout Jakarta, Indonesia are claimed by JI and al-Qaeda. 18 people are killed.","Al Qaeda","Abu Sayyaf Group",2000,1,"Global Islamic State","Global Al Qaeda"
"300",579,"Affiliates",21,152,"Three bombs are detonated by JI operatives, 2 at nightclubs in Kuta and one at the US Consular office. 202 people are killed, between 209-240 are injured. Osama bin Laden releases an audio recording confirming al-Qaeda\'s involvement in the attacks.","Al Qaeda","Abu Sayyaf Group",1994,1,"Global Al Qaeda","Global Al Qaeda"
"301",587,"Allies",21,152,"A series of coordinated church bombings (15+ bombs) throughout Jakarta, Indonesia are claimed by JI and al-Qaeda. 18 people are killed.","Al Qaeda","Abu Sayyaf Group",2000,1,"Global Al Qaeda","Global Al Qaeda"
"302",581,"Affiliates",152,251,"Three bombs are detonated by JI operatives, 2 at nightclubs in Kuta and one at the US Consular office. 202 people are killed, between 209-240 are injured. Osama bin Laden releases an audio recording confirming al-Qaeda\'s involvement in the attacks.","Abu Sayyaf Group","Jemaah Islamiyah",2002,1,"Global Al Qaeda","Global Al Qaeda"
"303",581,"Affiliates",152,251,"The Moro Islamic Liberation Front (MILF) began as the New MNLF, a splinter group of the Moro National Liberation Front (MNLF) that broke away in December 1977. Hashim Salamat, an MNLF co-founder, established the group after failing to take control of the MNLF from fellow co-founder Nur Misuari. The New MNLF renamed itself as the MILF in 1984.","Abu Sayyaf Group","Jemaah Islamiyah",2002,1,"Global Islamic State","Global Al Qaeda"
"304",583,"Affiliates",21,251,"The Moro National Liberation Front (MNLF) and the Moro Islamic Liberation Front (MILF) signed an agreement establishing the Bangsamoro Coordination Forum (BCF), an attempt to coordinate MNLF-MILF efforts in promoting the welfare of Filipino Muslims. The agreement was signed under the auspices of the Organization of Islamic Cooperation (OIC).","Al Qaeda","Jemaah Islamiyah",2000,1,"Global Islamic State","Global Al Qaeda"
"305",585,"Affiliates",21,251,"Moro National Liberation Front (MNLF) members and Moro Islamic Liberation Front (MILF) members clashed in the province of Cotabato. Fighting between the MNLF and the MILF erupted sporadically throughout 2013.","Al Qaeda","Jemaah Islamiyah",2002,1,"Global Islamic State","Global Al Qaeda"
"306",583,"Affiliates",21,251,"The Those Who Sign in Blood Brigade formed in December 2012, when Mokhtar Belmokhtar and his soldiers split from Al Qaeda in the Islamic Maghreb (AQIM). Although the groups split due to tensions in the leadership, it is unclear whether Belmokhtar chose to leave or was expelled.  For months prior to the split, the Those Who Sign in Blood Brigade operated semi-autonomously from AQIM.  ","Al Qaeda","Jemaah Islamiyah",2000,1,"Global Al Qaeda","Global Al Qaeda"
"307",585,"Affiliates",21,251,"The Those Who Sign in Blood Brigade formed in December 2012, when Mokhtar Belmokhtar and his soldiers split from Al Qaeda in the Islamic Maghreb (AQIM). Although the groups split due to tensions in the leadership, it is unclear whether Belmokhtar chose to leave or was expelled.  For months prior to the split, the Those Who Sign in Blood Brigade operated semi-autonomously from AQIM.  ","Al Qaeda","Jemaah Islamiyah",2002,1,"Global Al Qaeda","Global Al Qaeda"
"308",589,"Affiliates",385,393,"Despite its split from AQIM, the Those Who Signed in Blood Brigade still swore its allegiance to Al Qaeda (AQ) and claimed to act in AQs name.","Movement of 1968","Kommune 1",1968,0,"Germany","Germany"
"309",591,"Affiliates",385,357,"Despite its split from AQIM, the Those Who Signed in Blood Brigade still swore its allegiance to Al Qaeda (AQ) and claimed to act in AQs name.","Movement of 1968","Red Army Faction (Rote Armee Fraktion)",1968,0,"Germany","Germany"
"310",593,"Affiliates",385,389,"Ansar al-Islam used a suicide bomber to attack a Mahdi Army checkpoint in the Diyala province, killing 6 Mahdi Army members.","Movement of 1968","Tupamaros West-Berlin",1968,0,"Germany","Germany"
"311",595,"Mergers",393,389,"The Alex Boncayao Brigade (ABB) was first established as the Manila urban guerrilla force of the Communist Party of the PhilippinesNew People's Army (CPP-NPA) in the mid-1980s. Sometime in the early 1990s, the ABB officially split from the CPP-NPA because of ideological and tactical disagreements. The exact year of the ABB's split is unclear.","Kommune 1","Tupamaros West-Berlin",1971,0,"Germany","Germany"
"312",597,"Rivals",357,351,"The relationship between the Alex Boncayao Brigade (ABB) and the Communist Party of the Philippines-New People's Army (CPP-NPA) has been hostile, with clashes between the two groups since the former broke away from the latter in the early 1990s.","Red Army Faction (Rote Armee Fraktion)","Bewegung 2. Juni/Movement 2 June",1970,0,"Germany","Germany"
"313",599,"Mergers",391,357,"Osama bin Laden authorized and aided in the planning of al-Jama\'a Al Islamiya\'s attempted assassination of Egyptian President Hosni Mubarak.","Socialists' Patients Collective","Red Army Faction (Rote Armee Fraktion)",1971,0,"Germany","Germany"
"314",603,"Splinters",379,309,"AQKB militants claimed responsibility for a car bomb that was detonated at the Kurdistan Interior and Security Ministries building, killing 19 civilians. The Kurdistan government was led by the KDP and PUK.","Moro National Liberation Front","Moro Islamic Liberation Front",1977,0,"Philippines","Philippines"
"315",1529,"Allies",379,309,"Al Qaeda announced the creation of its new affiliate group in Iraqi Kurdistan, AQKB, in a video released in March 2007.","Moro National Liberation Front","Moro Islamic Liberation Front",2014,0,"Philippines","Philippines"
"316",1531,"Rivals",379,309,"Al Qaeda announced the creation of its new affiliate group in Iraqi Kurdistan, AQKB, in a video released in March 2007.","Moro National Liberation Front","Moro Islamic Liberation Front",2013,0,"Philippines","Philippines"
"317",1551,"Splinters",65,611,"ASWJ unsuccessfully attempted to take control of the Somali town Guriel from Al Shabaab, one of its major rivals.","Al Qaeda in the Islamic Maghreb","The Those Who Sign in Blood Brigade",2012,1,"Global Al Qaeda","Global Al Qaeda"
"318",1551,"Splinters",65,611,"EIJ, led by Ayman al-Zawahiri, merges with al-Qaeda to create ""Qaeda al-Jihad.""","Al Qaeda in the Islamic Maghreb","The Those Who Sign in Blood Brigade",2012,1,"North Africa","North Africa"
"319",1553,"Allies",611,21,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks.","The Those Who Sign in Blood Brigade","Al Qaeda",2012,1,"Global Al Qaeda","Pakistan"
"320",1553,"Allies",611,21,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks.","The Those Who Sign in Blood Brigade","Al Qaeda",2012,1,"North Africa","Pakistan"
"321",1479,"Rivals",13,57,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks.","Ansar al-Islam","Mahdi Army",2008,0,"Iraq","Iraq"
"322",1477,"Splinters",149,599,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests.","Communist Party of the PhilippinesNew People's Army","Alex Boncayao Brigade",1992,0,"Philippines","Philippines"
"323",1521,"Rivals",149,599,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests.","Communist Party of the PhilippinesNew People's Army","Alex Boncayao Brigade",1993,0,"Philippines","Philippines"
"324",643,"Affiliates",265,21,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests.","Al Jama' Al-Islamiya ","Al Qaeda",1995,0,"Global Al Qaeda","Global Al Qaeda"
"325",1503,"Rivals",587,395,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations.","Patriotic Union of Kurdistan","Al Qaeda Kurdish Battalions",2007,0,"Iraq","Iraq"
"326",617,"Affiliates",21,395,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations.","Al Qaeda","Al Qaeda Kurdish Battalions",2007,1,"Iraq","Iraq"
"327",617,"Affiliates",21,395,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations.","Al Qaeda","Al Qaeda Kurdish Battalions",2007,1,"Global Al Qaeda","Global Al Qaeda"
"328",1631,"Rivals",61,109,"Suspected AQ-allied militants from the Salafia Jihadia movement carry out a series of bombings on Spanish trains in Madrid, killing 191 people and wounding 2,050. The bombers are also strong affiliated with GICM.","Al Shabaab","Ahlu Sunna Wal Jama",2008,0,"Somalia","Somalia"
"329",645,"Mergers",401,21,"Suspected AQ-allied militants from the Salafia Jihadia movement carry out a series of bombings on Spanish trains in Madrid, killing 191 people and wounding 2,050. The bombers are also strong affiliated with GICM.","Egyptian Islamic Jihad","Al Qaeda",1998,0,"Global Al Qaeda","Global Al Qaeda"
"330",647,"Affiliates",65,21,"Following the EPL's demobilization, the FARC allied with the dissentient EPL faction and attacked demobilized EPL members for betraying the revolution.","Al Qaeda in the Islamic Maghreb","Al Qaeda",2006,1,"Global Al Qaeda","Global Al Qaeda"
"331",647,"Affiliates",65,21,"SSP being an anti Shitte Sunni group developed a natural rivalry with TJP soon after its founding. ","Al Qaeda in the Islamic Maghreb","Al Qaeda",2006,1,"Global Islamic State","Global Al Qaeda"
"332",647,"Affiliates",65,21,"Scholars dispute the exact date of the formation of Lashkar-e-Jhangvi (LeJ).  Some allege LeJ was formed after the 1990 assassination of the founder of Sipah-e-Sahaba Pakistan (SSP), LeJs parent organization.  That account contends that LeJ remained part of the SSP until 1995, when it formally split to protest an emerging dialogue between the SSP and Shiite parties. Others say LeJ was formed immediately after one of its founders, Riaz Basra, escaped from police custody in 1994.","Al Qaeda in the Islamic Maghreb","Al Qaeda",2006,1,"North Africa","Global Al Qaeda"
"333",649,"Allies",219,21,"The AUC, a right wing paramilitary group, was created to combat leftist guerrilla groups, including the ELN. ","Harakat-ul-Mujahedeen","Al Qaeda",1998,1,"Pakistan","Pakistan"
"334",649,"Allies",219,21,"The AUC was created to combat leftist guerrillas, including the ELN, and recently attacked communities with suspected ELN sympathizers.","Harakat-ul-Mujahedeen","Al Qaeda",1998,1,"Pakistan -- All","Pakistan"
"335",649,"Allies",219,21,"Former FARC guerilla, notably Jaime Bateman, co-founded the M-19 in 1974.","Harakat-ul-Mujahedeen","Al Qaeda",1998,1,"Global Al Qaeda","Pakistan"
"336",653,"Splinters",95,219,"On August 29, 2014, AI officially merged with the Islamic State (IS). However, AI's Syrian branch rejected the merger and has continued to operate under the name of Ansar al-Islam. ","Jaish-e-Mohammad","Harakat-ul-Mujahedeen",2000,1,"Global Al Qaeda","Pakistan"
"337",653,"Splinters",95,219,"The MAS was originally created, in retaliation for the kidnapping of Don Fabio's daughter by the M-19.","Jaish-e-Mohammad","Harakat-ul-Mujahedeen",2000,1,"Pakistan -- All","Pakistan"
"338",653,"Splinters",95,219,"Because the FARC actively utilizes kidnapping to maintain its status as a major global cocaine supplier, MAS targets the right-wing guerrilla in order to (among other vested interests) recover its cocaine monopoly in Colombia. ","Jaish-e-Mohammad","Harakat-ul-Mujahedeen",2000,1,"Pakistan","Pakistan"
"339",657,"Affiliates",129,21,"Because the FARC actively utilizes kidnapping to maintain its status as a major global cocaine supplier, MAS targets the right-wing guerrilla in order to (among other vested interests) recover its cocaine monopoly in Colombia. ","Moroccan Islamic Combatant Group","Al Qaeda",2004,1,"Global Al Qaeda","Global Al Qaeda"
"340",657,"Affiliates",129,21,"MAS was created to attack all leftist guerrilla groups that kidnapped drug lords and large landowners, including the FARC.","Moroccan Islamic Combatant Group","Al Qaeda",2004,1,"North Africa","Global Al Qaeda"
"341",685,"Rivals",89,119,"BACRIM and the FARC have work together in the drug trade since BACRIM's inception. Additionally BACRIM has reportedly shared militants with the FARC .","Revolutionary Armed Forces of Colombia - People's Army","Popular Liberation Army",1991,0,"Colombia","Colombia"
"342",949,"Rivals",147,465,"BACRIM's involvement in the drug trade has made its relationship with the ELN one of partnership from the start. Additionally, BACRIM is reliant on the ELN, in addition to the FARC, for Coca Base.","Sipah-e-Sahaba Pakistan ","Tehreek-e-Jafaria Pakistan",1985,0,"Pakistan -- All","Pakistan -- All"
"343",951,"Splinters",147,215,"Close relations between Osama bin Laden and IMU co-founder Juma Namangani lead to the ideological and operational alliance between al-Qaeda and the IMU.","Sipah-e-Sahaba Pakistan ","Lashkar-e-Jhangvi",1995,0,"Pakistan -- All","Pakistan -- All"
"344",683,"Rivals",87,85,"Close relations between Osama bin Laden and IMU co-founder Juma Namangani lead to the ideological and operational alliance between al-Qaeda and the IMU.","National Liberation Army (Colombia)","United Self-Defense Forces of Colombia ",1997,0,"Colombia","Colombia"
"345",719,"Rivals",87,85,"IMU and Taliban militants fight alongside one another against Coalition and ISAF forces, suffering heavy losses.","National Liberation Army (Colombia)","United Self-Defense Forces of Colombia ",1997,0,"Colombia","Colombia"
"346",687,"Affiliates",89,91,"The American invasion of Afghanistan led to the provision of a safe-haven of IMU fighters by Taliban commander Maulvi Nazir. The IMU was able to re-group and operate from South Warziristan from 2001-2007 as a result.","Revolutionary Armed Forces of Colombia - People's Army","April 19 Movement",1974,0,"Colombia","Colombia"
"347",1545,"Splinters",13,609,"IMU and Taliban militants fight alongside one another against Coalition and ISAF forces, suffering heavy losses.","Ansar al-Islam","Ansar al-Islam Syria",2014,0,"Iraq","Iraq"
"348",691,"Rivals",407,91,"The American invasion of Afghanistan led to the provision of a safe-haven of IMU fighters by Taliban commander Maulvi Nazir. The IMU was able to re-group and operate from South Warziristan from 2001-2007 as a result.","Muerte a Secuestradores","April 19 Movement",1981,0,"Colombia","Colombia"
"349",699,"Rivals",407,89,"In the early 2000s SPIR (and IIPB) was incorporated into the armed forces of the Republic of Ichkeria. ","Muerte a Secuestradores","Revolutionary Armed Forces of Colombia - People's Army",1982,0,"Colombia","Colombia"
"350",703,"Rivals",407,89,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. ","Muerte a Secuestradores","Revolutionary Armed Forces of Colombia - People's Army",1982,0,"Colombia","Colombia"
"351",705,"Rivals",407,89,"In the early 2000s, IIPB and SPIR merged into the armed forces of the Republic of Ichkeria. ","Muerte a Secuestradores","Revolutionary Armed Forces of Colombia - People's Army",1982,0,"Colombia","Colombia"
"352",1541,"Allies",89,607,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. ","Revolutionary Armed Forces of Colombia - People's Army","Bandas Criminales",2006,0,"Colombia","Colombia"
"353",1543,"Allies",87,607,"IPB served as the major liaison between Al Qaeda and terrorist organizations in the North Caucasus.  The group\'s co-founder, Ibn Al Khattab, was a Saudi Arabian Al Qaeda member.","National Liberation Army (Colombia)","Bandas Criminales",2006,0,"Colombia","Colombia"
"354",721,"Affiliates",21,409,"Shamil Basayev was the co-founder of IIPB and the founder of Riyadus-Salikhin. Both groups collaborated on several attacks. They also shared members. ","Al Qaeda","Islamic Movement of Uzbekistan",1998,1,"Global Islamic State","Global Al Qaeda"
"355",721,"Affiliates",21,409,"Shariat Jamaat (Dagestan) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ","Al Qaeda","Islamic Movement of Uzbekistan",1998,1,"Global Al Qaeda","Global Al Qaeda"
"356",723,"Affiliates",409,367,"Shariat Jamaat (Dagestan) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ","Islamic Movement of Uzbekistan","The Taliban",2001,1,"Global Al Qaeda","Global Al Qaeda"
"357",725,"Affiliates",409,367,"Ingush Jamaat (Ingushetia) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ","Islamic Movement of Uzbekistan","The Taliban",2001,1,"Global Al Qaeda","Global Al Qaeda"
"358",723,"Affiliates",409,367,"Yarmuk Jamaat (Kabardino-Balkaria) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ","Islamic Movement of Uzbekistan","The Taliban",2001,1,"Global Islamic State","Global Al Qaeda"
"359",725,"Affiliates",409,367,"In 2009, under Doku Umarov\'s order, the Caucasus Emirate reactivated Riyadus-Salikhin, which displayed little activity after Shamil Basayev\'s (leader and founder) death in 2006. ","Islamic Movement of Uzbekistan","The Taliban",2001,1,"Global Islamic State","Global Al Qaeda"
"360",727,"Mergers",369,403,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ","Chechen Republic of Ichkeria","Special Purpose Islamic Regiment",2003,0,"North Caucasus","North Caucasus"
"361",855,"Allies",369,403,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Ingush Jamaat was incorporated into the Caucasus Emirate. ","Chechen Republic of Ichkeria","Special Purpose Islamic Regiment",2002,0,"North Caucasus","North Caucasus"
"362",729,"Mergers",369,397,"The Mahdi Army and SCIRI worked together in the lead up to the 2010 Iraqi parliamentary elections.  However, the two groups rivalry resumed shortly after the elections.","Chechen Republic of Ichkeria","International Islamic Peacekeeping Brigade",2003,0,"North Caucasus","North Caucasus"
"363",853,"Allies",369,397,"The Mahdi Army and the SCIRI's armed wing, the Badr Brigades, clashed in August of 2007 in Karbala. Over 50 shiite pilgrims were killed in the battle.","Chechen Republic of Ichkeria","International Islamic Peacekeeping Brigade",2002,0,"North Caucasus","North Caucasus"
"364",861,"Affiliates",397,21,"Although previously uncooperative, the Mahdi Army and SCIRI worked together in the 2005 election and both joined the Iraqi Union Alliance coalition. The Mahdi Armys participation in the coalition was crucial to its success and ultimately resulted in the ascension of Nouri al-Maliki as prime minister. However, by 2006 Sadr and the Mahdi Army had begun to openly oppose the Iraqi government.","International Islamic Peacekeeping Brigade","Al Qaeda",1998,0,"North Caucasus","North Caucasus"
"365",733,"Allies",413,397,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Shariat Jamaat was incorporated into the Caucasus Emirate. ","Riyadus-Salikhin Reconnaissance and Sabotage Brigade","International Islamic Peacekeeping Brigade",1999,0,"North Caucasus","North Caucasus"
"366",735,"Affiliates",369,375,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ","Chechen Republic of Ichkeria","Shariat Jamaat",2002,0,"North Caucasus","North Caucasus"
"367",741,"Affiliates",369,375,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Yarmuk Jamaat was incorporated into the Caucasus Emirate. ","Chechen Republic of Ichkeria","Shariat Jamaat",2002,0,"North Caucasus","North Caucasus"
"368",737,"Affiliates",369,373,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ","Chechen Republic of Ichkeria","Ingush Jamaat",2000,0,"North Caucasus","North Caucasus"
"369",745,"Affiliates",369,371,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Liberation Army of Dagestan was incorporated into the Caucasus Emirate. ","Chechen Republic of Ichkeria","Yarmuk Jamaat",2002,0,"North Caucasus","North Caucasus"
"370",747,"Mergers",413,255,"Liberation Army of Dagestan and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ","Riyadus-Salikhin Reconnaissance and Sabotage Brigade","Caucasus Emirate",2009,0,"North Caucasus","North Caucasus"
"371",755,"Mergers",369,255,"SPIR received financial assistance from Al Qaeda, like other prominent terrorist groups in the North Caucasus. As a result of Al Qaeda influence, they expanded their mission from establishing an independent Chechnya to creating a North Caucasus Caliphate. ","Chechen Republic of Ichkeria","Caucasus Emirate",2007,0,"North Caucasus","North Caucasus"
"372",751,"Mergers",373,255,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ","Ingush Jamaat","Caucasus Emirate",2007,0,"North Caucasus","North Caucasus"
"373",917,"Allies",405,57,"The Republic of Ichkeria became associated with Al Qaeda through several leaders  who participated in Al Qaeda training camps in Afghanistan. These jihadists returned to Chechnya and trained other Chechens to do the same.","Supreme Council for Islamic Revolution in Iraq","Mahdi Army",2009,0,"Iraq","Iraq"
"374",847,"Rivals",405,57,"Al-Badr split from Hizb-ul-Mujahideen in 1998. It is thought that the ISI instigated this split in order to separate the more violent al-Badr, made mostly of foreign mercenaries, from Hizbul-ul-Mujahideen.","Supreme Council for Islamic Revolution in Iraq","Mahdi Army",2007,0,"Iraq","Iraq"
"375",1473,"Allies",405,57,"Al-Jama'a al-Islamiya has extensive relations with the Egyptian Islamic Jihad, dating back to the groups' foundations in after the Muslim Brotherhood renounced violence in Egypt during the 1970s. Al-Jama'a was founded as an umbrella group for what became EIJ, which emerged as a politically active student group in the 1970s and turned to violence in the early 1980s. The two groups worked together in the assassination of Anwar al-Sadat in 1981.","Supreme Council for Islamic Revolution in Iraq","Mahdi Army",2005,0,"Iraq","Iraq"
"381",763,"Affiliates",369,377,"Jemaah Islamiyah was designated by the United Nations to the 1267 Committee\'s list of terrorist organizations linked to the Taliban. ","Chechen Republic of Ichkeria","Liberation Army of Dagestan",1999,0,"North Caucasus","North Caucasus"
"382",865,"Affiliates",403,21,"Jemaah Islamiyah was designated by the United Nations to the 1267 Committee\'s list of terrorist organizations linked to the Taliban. ","Special Purpose Islamic Regiment","Al Qaeda",1996,0,"North Caucasus","North Caucasus"
"384",859,"Affiliates",369,21,"The IMU has maintained close ties to Tehreek-e-Taliban in Pakistan (TTP). ","Chechen Republic of Ichkeria","Al Qaeda",1996,0,"North Caucasus","North Caucasus"
"385",777,"Splinters",223,417,"AQY was the Yemeni branch of the al-Qaeda franchise, although they were never recognized by al-Qaeda leadership publicly.","Hizb-ul-Mujahideen","Al-Badr",1998,0,"Pakistan -- All","Pakistan -- All"
"386",819,"Affiliates",265,401,"In late 2001 Jund al-Islam and the Reformist Group merged to form Ansar al-Islam, which was initially led by Mullah Krekar, the former leader of the Reformist Group.","Al Jama' Al-Islamiya ","Egyptian Islamic Jihad",1979,0,"Global Al Qaeda","Global Al Qaeda"
"387",791,"Rivals",345,331,"In late 2001 Jund al-Islam and the Reformist Group merged to form Ansar al-Islam, which was initially led by Mullah Krekar, the former leader of the Reformist Group.","Ulster Defence Association","Ulster Volunteer Force",1974,0,"Northern Ireland","Northern Ireland"
"388",821,"Allies",61,19,"In 2007, the SCIRI renamed itself the Islamic Supreme Council of Iraq (ISCI), in an attempt to disassociate itself from Tehran. To preserve ties with Iran, the Badr Organization split from the ISCI to form is own political and military unit in 2012.","Al Shabaab","Al Qaeda in the Arabian Peninsula",2012,0,"Global Al Qaeda","Global Al Qaeda"
"389",823,"Affiliates",363,79,"Ansar Dine is reportedly an affiliate of AQIM.  AQIM allegedly wanted to keep the affiliation secret so that Ansar Dine could expand operations without the watchful eye of the media or the international community. ","Haqqani Network","Lashkar-e-Taiba",2011,1,"Pakistan","Pakistan"
"390",823,"Affiliates",363,79,"Riyadus-Salikhin had strong relationships with Al Qaeda because Shamil Basayev built a close relationship with an Al-Qaeda member, Ibn Al-Khattab, the co-founder of IIPB. Basayev received training through Al-Qaeda in Afghanistan, where he brought other Chechen recruits to receive the same training.","Haqqani Network","Lashkar-e-Taiba",2011,1,"Pakistan -- All","Pakistan"
"391",823,"Affiliates",363,79,"The Abu Sayyaf Group (ASG) was founded in 1991 by Abdurajak Abubakar Janjalani, a Moro National Liberation Front (MNLF) member who believed in a more radical way of pursuing an independent Islamic state than did the MNLF leadership. Janjalani recruited other disappointed MNLF members into what would become the ASG.","Haqqani Network","Lashkar-e-Taiba",2011,1,"Global Al Qaeda","Pakistan"
