link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name   
2093,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2095,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2097,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2099,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2101,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2103,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2105,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
2107,riv,329,331,"McGrath, the leader of Tara, undertaking a letter-writing campaign to the press accusing the UVF of being a communist organization. ",Tara,Ulster Volunteer Force,1971,0,Northern Ireland
501,spl,323,325,"The Continuity Irish Republican Army (CIRA) split from the Provisional Irish Republican Army (PIRA) after the PIRA\'s political wing dropped its longstanding opposition to its members\' participation in Irish Parliament (Dáil Éireann), which CIRA continued to view as illegitimate.  The CIRA did not become militarily active until the PIRA ceasefire of 1994. ",Provisional Irish Republican Army,Continuity Irish Republican Army,1986,0,Northern Ireland
503,spl,325,327,Óglaigh na hÉireann (ONH) split from the Continuity Irish Republican Army (CIRA).,Continuity Irish Republican Army,Óglaigh na hÉireann 1,2005,0,Northern Ireland
507,spl,323,319,The Real Irish Republican Army (RIRA) split from the Provisional Irish Republican Army (PIRA) in protest over PIRA's participation in the peace process.,Provisional Irish Republican Army,Real Irish Republican Army,1997,0,Northern Ireland
515,spl,349,317,"When the Provisional Irish Republican Army (PIRA) split from the IRA, the remainder of the IRA became known as the Official Irish Republican Army (OIRA).",Irish Republican Army,Official Irish Republican Army,1969,0,Northern Ireland
519,riv,317,323,"The Official Irish Republican Army (OIRA) and the Provisional Irish Republican Army (PIRA) each claimed to be the legitimate representatives of the nationalist cause, and attacked one another\'s members. The worst such violence took place over two weeks in October 1975, leaving 11 dead.",Official Irish Republican Army,Provisional Irish Republican Army,1970,0,Northern Ireland
523,mer,333,331,The Protestant Task Force (PTF) is believed to have merged into the Ulster Volunteer Force (UVF) in the late 1970s.,Protestant Task Force,Ulster Volunteer Force,1976,0,Northern Ireland
525,all,331,337,"The Ulster Volunteer Force (UVF) and Red Hand Commando (RHC) collaborated on weapons and operations but maintained separate command structures. The two groups moved together on major political issues, jointly declaring ceasefires, signing the same peace documents, and ultimately decommissioning their weapons in 2009.",Ulster Volunteer Force,Red Hand Commando,1972,0,Northern Ireland
527,spl,331,335,The Ulster Volunteer Force (UVF) leadership expelled members of the mid-Ulster brigade of the UVF after the latter killed two Catholic civilians in violation of the UVF ceasefire. The mid-Ulster brigade members went on to form the Loyalist Volunteer Force (LVF).,Ulster Volunteer Force,Loyalist Volunteer Force,1996,0,Northern Ireland
539,riv,331,335,"As a result of the LFV breaking the 1996 ceasefire agreement, fighting between the two groups broke out. ",Ulster Volunteer Force,Loyalist Volunteer Force,1996,0,Northern Ireland
529,mer,341,345,Shankill Defense Association (SDA) merged into the Ulster Defense Association (UDA).,Shankill Defense Association,Ulster Defence Association,1971,0,Northern Ireland
531,spl,345,343,The Ulster Citizen Army (UCA) split from the Ulster Defense Association (UDA) over the UDA\'s right-wing politics.,Ulster Defence Association,Ulster Citizen Army,1973,0,Northern Ireland
533,aff,345,347,There is speculation that the Red Hand Defenders was a cover name for members of the Ulster Defense Association. ,Ulster Defence Association,Red Hand Defenders,1998,0,Northern Ireland
535,riv,313,315,The Irish People\'s Liberation Organization (IPLO) tried to destroy the Irish National Liberation Army (INLA) and replace it as the dominant socialist paramilitary group seeking a united and independent Ireland.,Irish People's Liberation Organization,Irish National Liberation Army,1987,0,Northern Ireland
537,mer,313,315,Some Irish People\'s Liberation Organization (IPLO) members rejoined the Irish National Liberation Army (INLA) after the Provisional IRA (PIRA) forcibly dissolved the group.,Irish People's Liberation Organization,Irish National Liberation Army,1992,0,Northern Ireland
541,riv,335,345,The feud between the two groups began with the death of Stephen Warnock (LVF). Retaliatory attacks followed the infinally ended in 2002 when the LVF accepted that the UDA did not kill Warnock.,Loyalist Volunteer Force,Ulster Defence Association,2002,0,Northern Ireland
545,riv,1,5,"In November 2007, 18 al-Qaeda militants and 15 Islamic Army in Iraq fighters were killed when the IAI attacked a AQI compound north of Baghdad. ",The Islamic State,Islamic Army in Iraq,2007,1,Iraq
1371,all,1,5,"In the years immediately following the 2003 U.S. invasion, AQI and IAI worked closely with one another to combat U.S. forces. One of the founders of the IAI, Sheikh Ahmed al-Dabash, claimed to be like a brother to Abu Musab al-Zarqawi, the leader of AQI.",The Islamic State,Islamic Army in Iraq,2004,1,Iraq
545,riv,1,5,"In November 2007, 18 al-Qaeda militants and 15 Islamic Army in Iraq fighters were killed when the IAI attacked a AQI compound north of Baghdad. ",The Islamic State,Islamic Army in Iraq,2007,1,Global Al Qaeda
1371,all,1,5,"In the years immediately following the 2003 U.S. invasion, AQI and IAI worked closely with one another to combat U.S. forces. One of the founders of the IAI, Sheikh Ahmed al-Dabash, claimed to be like a brother to Abu Musab al-Zarqawi, the leader of AQI.",The Islamic State,Islamic Army in Iraq,2004,1,Global Al Qaeda
1379,all,13,75,"The JRTN often contracted the 1920s Revolution Brigades, Ansar al-Islam, the Islamic Army in Iraq, Hamas Iraq, and even AQI to carry out attacks for it in the period from 2008-2011. In return the JRTN helped manage the intelligence collection, finances, and logistics of these groups.",Ansar al-Islam,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,2009,0,Iraq
1381,all,5,75,"The JRTN often contracted the 1920s Revolution Brigades, Ansar al-Islam, the Islamic Army in Iraq, Hamas Iraq, and even AQI to carry out attacks for it in the period from 2008-2011. In return the JRTN helped manage the intelligence collection, finances, and logistics of these groups.",Islamic Army in Iraq,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,2009,0,Iraq
1383,all,29,75,"The JRTN often contracted the 1920s Revolution Brigades, Ansar al-Islam, the Islamic Army in Iraq, Hamas Iraq, and even AQI to carry out attacks for it in the period from 2008-2011. In return the JRTN helped manage the intelligence collection, finances, and logistics of these groups.",Hamas Iraq,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,2009,0,Iraq
1445,riv,143,1,"Asa'ib Ahl al-Haq(AAH) leader Qais Khazali told BBC News that AAH would ""vanquish ISIS."" AAH has been actively fighting with the Iraqi government against the Islamic State (IS) since June 2014. While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria.",Asa'ib Ahl al-Haq,The Islamic State,2014,1,Iraq
1445,riv,143,1,"Asa'ib Ahl al-Haq(AAH) leader Qais Khazali told BBC News that AAH would ""vanquish ISIS."" AAH has been actively fighting with the Iraqi government against the Islamic State (IS) since June 2014. While AAH has been very active against IS in Iraq, there have been no confirmed independent AAH attacks against IS in Syria.",Asa'ib Ahl al-Haq,The Islamic State,2014,1,Syria
553,aff,251,21,"Abdullah Sungkar, a founder of JI, establishes contact with al-Qaeda's core membership following the fall of the Suharto regime in Indonesia.",Jemaah Islamiyah,Al Qaeda,1998,1,Global Islamic State
619,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Islamic State
621,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Islamic State
623,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Islamic State
625,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Islamic State
553,aff,251,21,"Abdullah Sungkar, a founder of JI, establishes contact with al-Qaeda's core membership following the fall of the Suharto regime in Indonesia.",Jemaah Islamiyah,Al Qaeda,1998,1,Global Al Qaeda
619,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Al Qaeda
621,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Al Qaeda
623,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Al Qaeda
625,aff,251,21,The United Nations designates Jemaah Islamiyah as an organization associated with/aiding the Taliban and/or al Qaeda under Resolution 1267.,Jemaah Islamiyah,Al Qaeda,2002,1,Global Al Qaeda
555,aff,21,363,"The Haqqani Network, due to their control of much of the FATA-delegated tribal regions in Northwestern Pakistan and the Southeastern parts of Afghanistan, begin to provide safe protection and a location for al-Qaeda operatives (among others) to train and initiate attacks against the West.",Al Qaeda,Haqqani Network,1996,1,Pakistan -- All
557,all,21,363,al-Qaeda top military commanders fight alongside Haqqani Network in the battle against the communist government over Khost. The two forces fight alongside again over Najibullah in Kabul (1992).,Al Qaeda,Haqqani Network,1991,1,Pakistan -- All
561,all,21,363,"Bosnian Authorities raid the offices of Abu Mahmud al-Suri, a co-founder of al-Qaeda, and discover written statements of support for the Sudanese jihad, written to al-Suri by Jalaluddin Haqqani.",Al Qaeda,Haqqani Network,2002,1,Pakistan -- All
563,aff,21,363,Haqqani directly hosts Osama bin Laden at his home following the latter\'s expulsion from Sudan to Afghanistan.,Al Qaeda,Haqqani Network,1996,1,Pakistan -- All
555,aff,21,363,"The Haqqani Network, due to their control of much of the FATA-delegated tribal regions in Northwestern Pakistan and the Southeastern parts of Afghanistan, begin to provide safe protection and a location for al-Qaeda operatives (among others) to train and initiate attacks against the West.",Al Qaeda,Haqqani Network,1996,1,Pakistan
557,all,21,363,al-Qaeda top military commanders fight alongside Haqqani Network in the battle against the communist government over Khost. The two forces fight alongside again over Najibullah in Kabul (1992).,Al Qaeda,Haqqani Network,1991,1,Pakistan
561,all,21,363,"Bosnian Authorities raid the offices of Abu Mahmud al-Suri, a co-founder of al-Qaeda, and discover written statements of support for the Sudanese jihad, written to al-Suri by Jalaluddin Haqqani.",Al Qaeda,Haqqani Network,2002,1,Pakistan
563,aff,21,363,Haqqani directly hosts Osama bin Laden at his home following the latter\'s expulsion from Sudan to Afghanistan.,Al Qaeda,Haqqani Network,1996,1,Pakistan
555,aff,21,363,"The Haqqani Network, due to their control of much of the FATA-delegated tribal regions in Northwestern Pakistan and the Southeastern parts of Afghanistan, begin to provide safe protection and a location for al-Qaeda operatives (among others) to train and initiate attacks against the West.",Al Qaeda,Haqqani Network,1996,1,Global Al Qaeda
557,all,21,363,al-Qaeda top military commanders fight alongside Haqqani Network in the battle against the communist government over Khost. The two forces fight alongside again over Najibullah in Kabul (1992).,Al Qaeda,Haqqani Network,1991,1,Global Al Qaeda
561,all,21,363,"Bosnian Authorities raid the offices of Abu Mahmud al-Suri, a co-founder of al-Qaeda, and discover written statements of support for the Sudanese jihad, written to al-Suri by Jalaluddin Haqqani.",Al Qaeda,Haqqani Network,2002,1,Global Al Qaeda
563,aff,21,363,Haqqani directly hosts Osama bin Laden at his home following the latter\'s expulsion from Sudan to Afghanistan.,Al Qaeda,Haqqani Network,1996,1,Global Al Qaeda
639,aff,152,21,"Abu Sayyaf member Redondo Cain Dellosa placed an 8 lb TNT bomb on SuperFerry 14, killing 116 people. ASG received support and training in preparation for the attack from al Qaeda.",Abu Sayyaf Group,Al Qaeda,2004,1,Global Al Qaeda
639,aff,152,21,"Abu Sayyaf member Redondo Cain Dellosa placed an 8 lb TNT bomb on SuperFerry 14, killing 116 people. ASG received support and training in preparation for the attack from al Qaeda.",Abu Sayyaf Group,Al Qaeda,2004,1,Global Islamic State
565,aff,217,363,"Haqqani Commanders support camps for training and and mobilization of Islamist militants in Pakistan, Kashmir, Northwestern China, Tajikistan, Uzbekistan, Southeast Asia and a variety of Arab countries. One of these camps served as the main training camp for Haqqani militants, and was supported by HUJI finances.",Harkat-ul-Jihadi al-Islami,Haqqani Network,1991,1,Global Al Qaeda
565,aff,217,363,"Haqqani Commanders support camps for training and and mobilization of Islamist militants in Pakistan, Kashmir, Northwestern China, Tajikistan, Uzbekistan, Southeast Asia and a variety of Arab countries. One of these camps served as the main training camp for Haqqani militants, and was supported by HUJI finances.",Harkat-ul-Jihadi al-Islami,Haqqani Network,1991,1,Pakistan
565,aff,217,363,"Haqqani Commanders support camps for training and and mobilization of Islamist militants in Pakistan, Kashmir, Northwestern China, Tajikistan, Uzbekistan, Southeast Asia and a variety of Arab countries. One of these camps served as the main training camp for Haqqani militants, and was supported by HUJI finances.",Harkat-ul-Jihadi al-Islami,Haqqani Network,1991,1,Pakistan -- All
569,aff,367,363,"The Haqqani Network, at this time, is the premier supplier of potassium chlorate, the main ingredient used in the detonation of Taliban-made bombs. Additionally, Jalaluddin Haqqani accepts a position within the Taliban government as the Minister of Tribal Affairs.",The Taliban,Haqqani Network,1996,1,Pakistan
577,aff,367,363,"Taliban militants carried out three separate strikes throughout Kabul, killing 21 and wounding 57. The Taliban claim the attacks were in retaliation for the killing of prisoners in the Pui-I-Charki Prison.",The Taliban,Haqqani Network,2009,1,Pakistan
611,aff,367,363,"The Haqqani Network reportedly provided militants and soldiers to the Taliban for an attack on a hotel in Kabul. The 12-hour standoff between militants and police involved hostages, and resulted in the deaths of 18 civilians and all 5 attackers.",The Taliban,Haqqani Network,2012,1,Pakistan
615,aff,367,363,"A CIA informant \""double agent\"" gained accessed to CIA facilities inside Forward Operating Base Chapman in Khost, then detonated, killing 10 and injuring 6. The Taliban attack was praised by AQ and the TTP. An investigation into the incident concluded that the Haqqani Network actively aided in the attack\'s conduct.",The Taliban,Haqqani Network,2009,1,Pakistan
569,aff,367,363,"The Haqqani Network, at this time, is the premier supplier of potassium chlorate, the main ingredient used in the detonation of Taliban-made bombs. Additionally, Jalaluddin Haqqani accepts a position within the Taliban government as the Minister of Tribal Affairs.",The Taliban,Haqqani Network,1996,1,Pakistan -- All
577,aff,367,363,"Taliban militants carried out three separate strikes throughout Kabul, killing 21 and wounding 57. The Taliban claim the attacks were in retaliation for the killing of prisoners in the Pui-I-Charki Prison.",The Taliban,Haqqani Network,2009,1,Pakistan -- All
611,aff,367,363,"The Haqqani Network reportedly provided militants and soldiers to the Taliban for an attack on a hotel in Kabul. The 12-hour standoff between militants and police involved hostages, and resulted in the deaths of 18 civilians and all 5 attackers.",The Taliban,Haqqani Network,2012,1,Pakistan -- All
615,aff,367,363,"A CIA informant \""double agent\"" gained accessed to CIA facilities inside Forward Operating Base Chapman in Khost, then detonated, killing 10 and injuring 6. The Taliban attack was praised by AQ and the TTP. An investigation into the incident concluded that the Haqqani Network actively aided in the attack\'s conduct.",The Taliban,Haqqani Network,2009,1,Pakistan -- All
569,aff,367,363,"The Haqqani Network, at this time, is the premier supplier of potassium chlorate, the main ingredient used in the detonation of Taliban-made bombs. Additionally, Jalaluddin Haqqani accepts a position within the Taliban government as the Minister of Tribal Affairs.",The Taliban,Haqqani Network,1996,1,Global Al Qaeda
577,aff,367,363,"Taliban militants carried out three separate strikes throughout Kabul, killing 21 and wounding 57. The Taliban claim the attacks were in retaliation for the killing of prisoners in the Pui-I-Charki Prison.",The Taliban,Haqqani Network,2009,1,Global Al Qaeda
611,aff,367,363,"The Haqqani Network reportedly provided militants and soldiers to the Taliban for an attack on a hotel in Kabul. The 12-hour standoff between militants and police involved hostages, and resulted in the deaths of 18 civilians and all 5 attackers.",The Taliban,Haqqani Network,2012,1,Global Al Qaeda
615,aff,367,363,"A CIA informant \""double agent\"" gained accessed to CIA facilities inside Forward Operating Base Chapman in Khost, then detonated, killing 10 and injuring 6. The Taliban attack was praised by AQ and the TTP. An investigation into the incident concluded that the Haqqani Network actively aided in the attack\'s conduct.",The Taliban,Haqqani Network,2009,1,Global Al Qaeda
571,aff,363,367,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time.",Haqqani Network,The Taliban,2009,1,Pakistan
571,aff,363,367,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time.",Haqqani Network,The Taliban,2009,1,Pakistan -- All
571,aff,363,367,"A New York Times report, drawing from Counterterrorism Center data, estimates that the Haqqani Network controls between 5,000-10,000 Taliban fighters at any given time.",Haqqani Network,The Taliban,2009,1,Global Al Qaeda
575,aff,105,363,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates.",Tehrik-i-Taliban Pakistan,Haqqani Network,2008,1,Pakistan
575,aff,105,363,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates.",Tehrik-i-Taliban Pakistan,Haqqani Network,2008,1,Pakistan -- All
575,aff,105,363,"A suicide car bomb at the entrance to the Indian embassy in Kabul killed 58 people and wounded 141. The Pakistani Taliban (TTP) and Haqqani Network are the suspected groups responsible, with blame also falling on the Pakistani ISI from the United STates.",Tehrik-i-Taliban Pakistan,Haqqani Network,2008,1,Global Al Qaeda
579,aff,21,152,"ASG's founder, Ustadz Abdurajak Janjalani, becomes close friends with Osama bin Laden when the two live together in Peshawar, Pakistan in the 1980s. Janjalani's close friend in ASG, Ramzi Yousef, plans the Bojinka plots, a set of plans to bomb 11 U.S. jetliners and assassinate Pope John Paul in Manila on a planned trip in 1995. The plots were foiled.",Al Qaeda,Abu Sayyaf Group,1994,1,Global Islamic State
587,all,21,152,"ASG militants kidnap an American tourist in Jolo and demand an exchange for US prisoners Sheikh Omar Abdel Rahman and Ramzi Yousef, who were in jail for their involvement in the 1993 World Trade Center bombing (carried out by al-Qaeda).",Al Qaeda,Abu Sayyaf Group,2000,1,Global Islamic State
579,aff,21,152,"ASG's founder, Ustadz Abdurajak Janjalani, becomes close friends with Osama bin Laden when the two live together in Peshawar, Pakistan in the 1980s. Janjalani's close friend in ASG, Ramzi Yousef, plans the Bojinka plots, a set of plans to bomb 11 U.S. jetliners and assassinate Pope John Paul in Manila on a planned trip in 1995. The plots were foiled.",Al Qaeda,Abu Sayyaf Group,1994,1,Global Al Qaeda
587,all,21,152,"ASG militants kidnap an American tourist in Jolo and demand an exchange for US prisoners Sheikh Omar Abdel Rahman and Ramzi Yousef, who were in jail for their involvement in the 1993 World Trade Center bombing (carried out by al-Qaeda).",Al Qaeda,Abu Sayyaf Group,2000,1,Global Al Qaeda
581,aff,152,251,"JI operative Fathur Rahman Al-Ghozi, known as \""Mike the Bomb-Maker\"" is arrested in Indonesia. He admits to having been involved in the Rizal Day bombings (22 killed, 100+ injured) and that he shared his bomb-making skills with ASG members in the past.",Abu Sayyaf Group,Jemaah Islamiyah,2002,1,Global Al Qaeda
581,aff,152,251,"JI operative Fathur Rahman Al-Ghozi, known as \""Mike the Bomb-Maker\"" is arrested in Indonesia. He admits to having been involved in the Rizal Day bombings (22 killed, 100+ injured) and that he shared his bomb-making skills with ASG members in the past.",Abu Sayyaf Group,Jemaah Islamiyah,2002,1,Global Islamic State
583,aff,21,251,"A series of coordinated church bombings (15+ bombs) throughout Jakarta, Indonesia are claimed by JI and al-Qaeda. 18 people are killed.",Al Qaeda,Jemaah Islamiyah,2000,1,Global Islamic State
585,aff,21,251,"Three bombs are detonated by JI operatives, 2 at nightclubs in Kuta and one at the US Consular office. 202 people are killed, between 209-240 are injured. Osama bin Laden releases an audio recording confirming al-Qaeda\'s involvement in the attacks.",Al Qaeda,Jemaah Islamiyah,2002,1,Global Islamic State
583,aff,21,251,"A series of coordinated church bombings (15+ bombs) throughout Jakarta, Indonesia are claimed by JI and al-Qaeda. 18 people are killed.",Al Qaeda,Jemaah Islamiyah,2000,1,Global Al Qaeda
585,aff,21,251,"Three bombs are detonated by JI operatives, 2 at nightclubs in Kuta and one at the US Consular office. 202 people are killed, between 209-240 are injured. Osama bin Laden releases an audio recording confirming al-Qaeda\'s involvement in the attacks.",Al Qaeda,Jemaah Islamiyah,2002,1,Global Al Qaeda
589,aff,385,393,,Movement of 1968,Kommune 1,1968,0,Germany
591,aff,385,357,,Movement of 1968,Red Army Faction (Rote Armee Fraktion),1968,0,Germany
593,aff,385,389,,Movement of 1968,Tupamaros West-Berlin,1968,0,Germany
595,mer,393,389,,Kommune 1,Tupamaros West-Berlin,1971,0,Germany
597,riv,357,351,,Red Army Faction (Rote Armee Fraktion),Bewegung 2. Juni/Movement 2 June,1970,0,Germany
599,mer,391,357,,Socialists' Patients Collective,Red Army Faction (Rote Armee Fraktion),1971,0,Germany
603,spl,379,309,"The Moro Islamic Liberation Front (MILF) began as the New MNLF, a splinter group of the Moro National Liberation Front (MNLF) that broke away in December 1977. Hashim Salamat, an MNLF co-founder, established the group after failing to take control of the MNLF from fellow co-founder Nur Misuari. The New MNLF renamed itself as the MILF in 1984.",Moro National Liberation Front,Moro Islamic Liberation Front,1977,0,Philippines
1529,all,379,309,"The Moro National Liberation Front (MNLF) and the Moro Islamic Liberation Front (MILF) signed an agreement establishing the Bangsamoro Coordination Forum (BCF), an attempt to coordinate MNLF-MILF efforts in promoting the welfare of Filipino Muslims. The agreement was signed under the auspices of the Organization of Islamic Cooperation (OIC).",Moro National Liberation Front,Moro Islamic Liberation Front,2014,0,Philippines
1531,riv,379,309,Moro National Liberation Front (MNLF) members and Moro Islamic Liberation Front (MILF) members clashed in the province of Cotabato. Fighting between the MNLF and the MILF erupted sporadically throughout 2013.,Moro National Liberation Front,Moro Islamic Liberation Front,2013,0,Philippines
1551,spl,65,611,"The Those Who Sign in Blood Brigade formed in December 2012, when Mokhtar Belmokhtar and his soldiers split from Al Qaeda in the Islamic Maghreb (AQIM). Although the groups split due to tensions in the leadership, it is unclear whether Belmokhtar chose to leave or was expelled.  For months prior to the split, the Those Who Sign in Blood Brigade operated semi-autonomously from AQIM.  ",Al Qaeda in the Islamic Maghreb,The Those Who Sign in Blood Brigade,2012,1,Global Al Qaeda
1551,spl,65,611,"The Those Who Sign in Blood Brigade formed in December 2012, when Mokhtar Belmokhtar and his soldiers split from Al Qaeda in the Islamic Maghreb (AQIM). Although the groups split due to tensions in the leadership, it is unclear whether Belmokhtar chose to leave or was expelled.  For months prior to the split, the Those Who Sign in Blood Brigade operated semi-autonomously from AQIM.  ",Al Qaeda in the Islamic Maghreb,The Those Who Sign in Blood Brigade,2012,1,North Africa
1553,all,611,21,"Despite its split from AQIM, the Those Who Signed in Blood Brigade still swore its allegiance to Al Qaeda (AQ) and claimed to act in AQs name.",The Those Who Sign in Blood Brigade,Al Qaeda,2012,1,Global Al Qaeda
1553,all,611,21,"Despite its split from AQIM, the Those Who Signed in Blood Brigade still swore its allegiance to Al Qaeda (AQ) and claimed to act in AQs name.",The Those Who Sign in Blood Brigade,Al Qaeda,2012,1,North Africa
1479,riv,13,57,"Ansar al-Islam used a suicide bomber to attack a Mahdi Army checkpoint in the Diyala province, killing 6 Mahdi Army members.",Ansar al-Islam,Mahdi Army,2008,0,Iraq
1477,spl,149,599,"The Alex Boncayao Brigade (ABB) was first established as the Manila urban guerrilla force of the Communist Party of the PhilippinesNew People's Army (CPP-NPA) in the mid-1980s. Sometime in the early 1990s, the ABB officially split from the CPP-NPA because of ideological and tactical disagreements. The exact year of the ABB's split is unclear.",Communist Party of the PhilippinesNew People's Army,Alex Boncayao Brigade,1992,0,Philippines
1521,riv,149,599,"The relationship between the Alex Boncayao Brigade (ABB) and the Communist Party of the Philippines-New People's Army (CPP-NPA) has been hostile, with clashes between the two groups since the former broke away from the latter in the early 1990s.",Communist Party of the PhilippinesNew People's Army,Alex Boncayao Brigade,1993,0,Philippines
643,aff,265,21,Osama bin Laden authorized and aided in the planning of al-Jama\'a Al Islamiya\'s attempted assassination of Egyptian President Hosni Mubarak.,Al Jama' Al-Islamiya ,Al Qaeda,1995,0,Global Al Qaeda
1503,riv,587,395,"AQKB militants claimed responsibility for a car bomb that was detonated at the Kurdistan Interior and Security Ministries building, killing 19 civilians. The Kurdistan government was led by the KDP and PUK.",Patriotic Union of Kurdistan,Al Qaeda Kurdish Battalions,2007,0,Iraq
617,aff,21,395,"Al Qaeda announced the creation of its new affiliate group in Iraqi Kurdistan, AQKB, in a video released in March 2007.",Al Qaeda,Al Qaeda Kurdish Battalions,2007,1,Iraq
617,aff,21,395,"Al Qaeda announced the creation of its new affiliate group in Iraqi Kurdistan, AQKB, in a video released in March 2007.",Al Qaeda,Al Qaeda Kurdish Battalions,2007,1,Global Al Qaeda
1631,riv,61,109,"ASWJ unsuccessfully attempted to take control of the Somali town Guriel from Al Shabaab, one of its major rivals.",Al Shabaab,Ahlu Sunna Wal Jama,2008,0,Somalia
645,mer,401,21,"EIJ, led by Ayman al-Zawahiri, merges with al-Qaeda to create ""Qaeda al-Jihad.""",Egyptian Islamic Jihad,Al Qaeda,1998,0,Global Al Qaeda
647,aff,65,21,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks.",Al Qaeda in the Islamic Maghreb,Al Qaeda,2006,1,Global Al Qaeda
647,aff,65,21,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks.",Al Qaeda in the Islamic Maghreb,Al Qaeda,2006,1,Global Islamic State
647,aff,65,21,"AQIM formally pledged allegiance to Al Qaeda in 2006, changing its name from the Salafist Group for Preaching and Combat (GSPC) to Al Qaeda in the Islamic Maghreb. Relations between AQIM members of GSPC, however, pre-date the 9/11 attacks.",Al Qaeda in the Islamic Maghreb,Al Qaeda,2006,1,North Africa
649,all,219,21,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests.",Harakat-ul-Mujahedeen,Al Qaeda,1998,1,Pakistan
649,all,219,21,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests.",Harakat-ul-Mujahedeen,Al Qaeda,1998,1,Pakistan -- All
649,all,219,21,"Longtime leader of HuM, Fazlur Rehman Khalil, signed bin Laden\'s fatwa declaring the need for attacks on Western interests.",Harakat-ul-Mujahedeen,Al Qaeda,1998,1,Global Al Qaeda
653,spl,95,219,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations.",Jaish-e-Mohammad,Harakat-ul-Mujahedeen,2000,1,Global Al Qaeda
