group_id,group_name,page_url,old_description,description,last_updated,start_year,end_year,active,complete,on_any_map,first_attack,last_attack,init_size_members,init_size_year,min_size_members,min_size_year,max_size_members,max_size_year,founding_city,founding_province,founding_country,founding_notes,us_designated,un_designated,other_designated,other_designated_names,state_sponsor,state_sponsor_names,Notes
435,Badr Organization of Reconstruction and Development,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/badr-organization-reconstruction-and-development,"The Badr Organization of Reconstruction and Development, formerly known as the Badr Brigades, is a Shiite militant organization that operates in Iraq and Syria. The Badr Organization advocates for the creation of a separate Shiite region in Southern Iraq and is closely allied with Iran, receiving funding and support from the nation. The Badr Organization was founded as the militia wing of the Islamic Supreme Council of Iraq (ISCI), a Shiite political party that was formerly known as the Supreme Council for the Islamic Revolution (SCIRI). In 2012, the Badr Organization broke away from the ISCI to maintain ties with Iran after the ISCI attempted to disassociate from the nation.","The Badr Organization of Reconstruction and Development, formerly known as the Badr Brigade, is a Shiite militant organization that operates in Iraq and Syria.",06/00/2021,2012,0,1,1,1,1983,12/31/2019,10000,2009,10000,2009,50000,2018,,,Iraq,,0,0,1,UAE,1,Iran,
297,Balochistan Liberation Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/balochistan-liberation-army,"The Balochistan Liberation Army (BLA) is an ethnonationalist militant organization, comprised mostly of¬†Marri and Bugti tribe members,¬†fighting against the Pakistani government for greater regional autonomy for the province of¬†Balochistan. The organization was founded in 2000 and has used IEDs, mortar strikes, ethnic genocide, and small arms attacks against Pakistani government affiliates, Punjabi, and foreign workers in¬†Balochistan.¬†",The Balochistan Liberation Army (BLA) is a Baloch ethnonationalist militant organization fighting against the Pakistani government for greater regional autonomy for the province of Balochistan.,02/00/2019,2000,0,1,1,1,07/22/2000,11/23/2018,1000,2011,1000,2011,2000,2011,,Balochistan,Pakistan,,0,0,1,"UK, Pakistan",0,,Pakistan has accused India of supporting the BLA
457,Balochistan Liberation Front,NA,"The Balochistan Liberation Front (BLF) is an ethno-nationalist separatist military organization that is currently fighting against the Pakistani government for an independent Balochi state. The organization was founded in 1964 and fought in the Iranian Balochi Revolt of 1968-1973 and the Independent Balochistan Movement of 1973-1977; in 2003 resurfaced to fight the Pakistani government in the province of Balochistan. The group uses rocket strikes, IED¬ís, small-arms attacks, social media and nationalist press statements to push for its goals. The BLF targets foreign workers, aid workers, Pakistani security forces, politicians, and journalists. ","The Balochistan Liberation Front (BLF), also known as the Baloch Liberation Front, is an ethnic-separatist political front and militant organization that is currently fighting against the Pakistani government for an independent Balochi state.",04/00/2019,1964,0,1,1,1,1968,10/26/2018,NA,NA,NA,NA,NA,NA,Damascus,,Syria,,0,0,0,,1,Iraq,profile not on website
571,Balochistan Republican Army,http://web.stanford.edu/group/mappingmilitants/cgi-bin/groups/view/571?highlight=BRA,"The Balochistan Republican Army (BRA) is an ethnonationalist separatist militant organization fighting against the Pakistani government for an independent Balochi State. The group was founded in 2006 and is mostly comprised of Bugti tribe members and young student political activists. The group uses mortar strikes, car bombs, IEDs, landmines, grenades, small-arms attacks, conventional warfare, unconventional warfare, social media, and nationalist propaganda to achieve its goal of creating an independent Balochi state. The BRA targets Pakistani security forces, Pakistani police, public buses, railways, communication systems, gas pipelines, electricity pylons, check-posts, and civilian offices. ",The Balochistan Republican Army (BRA) is an ethno-nationalist separatist militant organization fighting against the Pakistani government for an independent Balochi state.,03/00/2019,2006,0,1,1,1,10/20/2007,02/23/2019,NA,NA,NA,NA,NA,NA,,Balochistan,Pakistan,,0,0,0,,0,,old website link
607,Bandas Criminales,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/bandas-criminales,"Bandas Criminales (BACRIM) is a consolidation of criminal gangs that are the successors of the United Self Defense Forces of Colombia (AUC), a right wing paramilitary group. Unlike its predecessor, the AUC, BACRIM has no political motivation and it works closely with leftist guerrilla groups in the drug trade. The Colombian government does not recognize BACRIM as politically legitimate and for this reason, the Colombian government will not hold peace talks with BACRIM leaders.","Bandas Criminales (BACRIM) is a drug trafficking, criminal gang that emerged following the demobilization of the United Self-Defense Forces of Colombia (AUC), a paramilitary group, in 2006.",08/00/2019,2006,0,1,1,1,09/00/2008,02/00/2018,10200,2008,310,2017,10000,2014,Cauca,,Colombia,first attack location,1,0,1,Colombia,0,,
601,Bangsamoro Islamic Freedom Fighters,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/bangsomoro-islamic-freedom-fighters,"The Bangsamoro Islamic Freedom Fighters (BIFF), sometimes called the Bangsamoro Islamic Freedom Movement (BIFM), is an Islamic separatist organization based in the southern Philippines. It seeks an independent Islamic state for the Filipino Muslim minority, known as the Moro people, who live primarily in the Philippines¬¨√≠ Mindanao region. The BIFF was founded in 2010 by Ameril Umbra Kato as a splinter group of the Moro Islamic Liberation Front (MILF). It has attacked government forces and civilian targets, especially to undermine peace talks between the MILF and the Philippine government.",The Bangsamoro Islamic Freedom Fighters is an Islamic separatist organization based in the southern Philippines.,08/00/2018,2010,0,1,1,1,08/05/2012,12/15/2017,300,2010,300,2010,300,2010,Maguindanao,Mindanao,Philippines,first attack location,0,0,0,,0,,
553,Boko Haram,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/ansar-al-shariah-tunisia,"In 2002, Boko Haram was formed by Mohammad Yusuf as a Sunni Islamist sect that opposed western education and sought to establish an Islamic state in Nigeria. The group has carried out numerous attacks since 2009, including 2011 bombing of the U.N. headquarters in Abuja, but it is best known for the 2014 Chibok schoolgirl kidnapping, when the group abducted over 300 young Nigerian girls from a secular school. Its primary base of operation is northeastern Nigeria, but it has conducted limited operations in Cameroon and Niger. In March 2015, Boko Haram became an affiliate of the Islamic State (IS). In August 2016, IS announced Abu Musab al-Barnawi would assume leadership of Boko Haram. Shekau released statements that Barnawi¬¨√≠s followers were manipulating IS leadership in order to cut him off in a sort of coup; he said that he and his followers would not follow Barnawi, which reportedly led to splits within Boko Haram. It is currently unclear to what extent Shekau or Barnawi has power over Boko Haram militants, but the group remains affiliated with IS.",Boko Haram was founded in 2002 as a Sunni Islamist sect with the goals of opposing Western education and establishing an Islamic state in Nigeria.,06/00/2021,2002,0,1,1,1,07/26/2009,03/31/2021,100,2013,100,2013,20000,2014,Maiduguri,Borno,Nigeria,,1,1,1,"UK, EU",0,,
255,Caucasus Emirate,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/caucasus-emirate,"The Caucasus Emirate was founded in 2007 by the last President of the Republic of Ichkeria, Doku Umarov. He dissolved the Chechen Republic of Ichkeria in order to create an overarching organization, which would incorporate all the other major and small-scale terrorist groups in the North Caucasus. The Caucasus Emirate has maintained strong ties with Al Qaeda and the Taliban. They allow training camps in the North Caucasus and send fighters to train in Al Qaeda-sponsored training camps.",The Caucasus Emirate (CE) is a Sunni nationalist organization established in October 2007 to form an independent North Caucasus region ruled under Shariah. ,08/00/2018,2007,0,1,1,1,06/05/2009,04/03/2014,400,2010,400,2010,1500,2010,,North Caucasus,Russia,,1,1,1,"Russia, UK, Canada, UAE",0,,
369,Chechen Republic of Ichkeria,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/chechen-republic-ichkeria,The Chechen Republic of Ichkeria was founded after the collapse of the Soviet Union. The aim of the Republic was to establish an independent Chechnya under Shariah. In order to achieve this goal they worked with other terrorist groups in the North Caucasus to fight the Russian Federation. The group was absorbed into the Caucasus Emirate upon its formation in 2007.,The Chechen Republic of Ichkeria (CRI) was a moderate Islamic secessionist government operating in Chechnya from 1991 until 2007. Its goal was to create an alternative governing body to the Russian regime.,08/00/2018,1991,2007,0,1,1,12/12/1994,10/15/2005,1200,2003,,,,,,Chechnya,Russia,,0,0,0,,0,,
149,Communist Party of the Philippines¬¨√±New People's Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/communist-party-philippines-new-peoples-army,"The Communist Party of the Philippines¬¨√±New People¬¨√≠s Army (CPP-NPA) seeks to overthrow the Philippine government in favor of a new state led by the working class and to expel U.S. influence from the Philippines. The Communist Party of the Philippines (CPP) was founded in 1968, and its armed wing, the New People¬¨√≠s Army (NPA), was founded in 1969; because they are so closely intertwined, they are often referred to as the CPP-NPA. The CPP-NPA has historically focused on building support among the rural peasantry, although it has operated throughout the Philippines. While it peaked in size and influence in the 1970s and 1980s, the CPP-NPA still engages in significant levels of violence and is the world¬¨√≠s oldest existing Communist insurgency.","The Communist Party of the Philippines - New People's Army (CPP-NPA) seeks to overthrow the Philippine government in favor of a new state led by the working class and to expel U.S. influence from the Philippines. Formed in 1968, it has historically focused on building support among the rural peasantry, although it has operated throughout the Philippines. While it peaked in size and influence in the 1970s and 1980s, the CPP-NPA still engages in significant levels of violence and is the world's oldest existing Communist insurgency.",08/00/2018,1968,0,1,1,1,08/21/1971,08/15/2015,60,1969,60,1969,25200,1987,Manila,,Philippines,first attack location,1,0,1,"EU, Philippines",1,China,
513,Eelam Revolutionary Organization of Students,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/eelam-revoultionary-oragnization-students,"The Eelam Revolutionary Organization of Students (EROS) was one of the original separatist groups in Sri Lanka fighting for an independent Tamil state. EROS was founded in 1975 and acted initially as a think-tank researching Tamil issues. Soon thereafter, its leaders established ties with terrorist groups in the Middle East and Africa, such as the Palestinian Liberation Organization (PLO) and the African National Congress (ANC). EROS also organized the first terrorist training camps in Sri Lanka. EROS was the least violent and militarily active of the Tamil militant groups of the 1980s, although the group was responsible for a series of bombings in the mid-1980s and the kidnapping of a British journalist. As other Tamil groups began to emerge, EROS slowly lost its influence in the community. Eventually, the majority of EROS members defected to the Liberation Tigers of Tamil Eelam (LTTE). EROS ceased to be a militant movement when Shankar Rajee formed the EROS political party.",The Eelam Revolutionary Organization of Students (EROS) was one of the original separatist groups in Sri Lanka fighting for an independent Tamil state.,08/00/2013,1975,1990,0,1,1,01/28/1984,04/21/1987,1750,1986,,,,,London,,England,"founded in London, yet active in Sri Lanka",0,0,0,,1,India,
401,Egyptian Islamic Jihad,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/egyptian-islamic-jihad,"The Egyptian Islamic Group (EIJ) was a militant Islamist organization founded in 1979 as a splinter of the Muslim Brotherhood. It is most famous for its 1981 assassination of Egyptian President Anwar Sadat and for its close ties to Al Qaeda. The group originated in Egypt, but following a crackdown by the Egyptian government, many of the group¬¨√≠s members emigrated first to Afghanistan, then to Sudan, and eventually back to Afghanistan. Although initially the EIJ sought to overthrow the Egyptian government and establish an Islamic state in its stead, as the EIJ grew more intertwined with Al Qaeda, it reoriented to focus on global Jihad against the West. The EIJ¬¨√≠s most famous leader was Aymenn al-Zawahiri, who became Osama bin Laden¬¨√≠s second in command in Al Qaeda after the EIJ merged into Al Qaeda in 1998.","The Egyptian Islamic Jihad (EIJ), often known as al-Jihad or the Jihad group, was a Jihadi, Salafi militant organization founded in Egypt in 1979 by Muhammad 'Abd al-Salam Farraj.",10/00/2015,1979,1998,0,1,1,10/06/1981,1998,200,1995,200,1995,300,2001,Cairo,,Egypt,first attack location,1,1,1,"UK, Canda, Australia, Russia",1,Sudan,
637,Groupe Islamique Armé,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/groupe-islamique-arme,"The Groupe Islamique Arm√©, or the Armed Islamic Group, best known by its French acronym (GIA), was an Islamist extremist group based in Algeria and formed by militants who fought in the war in Afghanistan. The group was founded in January 1992 in response to the Algerian military coup, which canceled an election in which the Islamic Salvation Front (FIS) was likely to win. The GIA sought to overthrow the Algerian government and establish an Islamic state ruled by Shariah law. The group quickly gained notoriety as Algeria¬ís most dangerous extremist group for its indiscriminate targeting of civilians and its 1992 campaign of high-profile terrorist attacks. In its most active period, in the mid 1990s, the group established a presence in France, Belgium, Italy and Britain, as well as its native Algeria. The GIA¬ís most known attacks included its hijacking of an Air France flight in Algiers in December 1994, a series of subway bombings in Paris in 1995, and a campaign of Algerian village massacres in the late 1990s. In 1998, the GIA became divided over the issue of attacking civilians, and a group of militants, lead by Hassan Hattab, split to form the Salafist Group for Preaching and Combat (GSPC). Many GIA members eventually defected to join the GSPC or Al Qaeda. The group reportedly stopped operating in 2004, after the majority of its leadership was arrested or killed.",Groupe Islamique Armé (GIA) was an Islamic extremist militant organization operating in Algeria.,07/00/2018,1992,2004,0,1,1,08/00/1994,08/14/2002,NA,NA,NA,NA,NA,NA,Algiers,,Algeria,first attack location,1,1,1,"UK, Canada",0,,
29,Hamas Iraq,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/hamas-iraq,"Hamas Iraq is an Iraqi Sunni Islamist organization that broke away from the 1920s Revolution Brigades in March 2007. The group primarily targeted U.S. forces in Iraq from 2007-2011. In July 2007, Hamas Iraq joined with several of Iraq¬ís largest insurgent groups to form an umbrella organization called the Political Council for Iraqi Resistance (PCIR).",Hamas Iraq was an Iraqi Sunni Islamist organization that broke away from the 1920s Revolution Brigades in March 2007.,02/00/2019,2007,0,1,1,1,04/10/2007,02/00/2009,NA,NA,NA,NA,NA,NA,,Diyala,Iraq,first attack location,0,0,0,,0,,
363,Haqqani Network,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/haqqani-network,"The Haqqani Network (HN) is a Sunni Islamist militant organization operating in the southeastern region of Afghanistan and the northwestern Federally Administered Tribal Areas in Pakistan. HN was founded by Mujahideen commander Jalaluddin Haqqani in the late 1970s, and rose to prominence in the anti-Soviet war in the 1980s. The core structure of HN is largely familial and hierarchical. HN¬¨√≠s primary goals are to expel foreign forces, increase influence over new territory, and restore Taliban rule. HN employs a variety of tactics including violence, co-option, and infiltration of local security forces and government structures to consolidate its power and support Taliban, Al Qaeda, and other state and non-state actors.",The Haqqani Network (HN) is an insurgent group that operates in the Southeastern region of Afghanistan and the Northwestern Federally Administered Tribal Areas in Pakistan.,07/00/2018,1970,0,1,1,1,07/22/1975,01/27/2018,3000,2004,2000,2012,"12,000",2009,Miram Shah,North Waziristan,Pakistan,,1,0,0,,1,Pakistan,
219,Harakat-ul-Mujahedeen,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/harakat-ul-mujahedeen,"Harakat-ul-Mujahedeen (HuM) is a Pakistani militant group that split from Harkat-ul-Jihad-al-Islami (HuJI) in 1985. The group¬¨√≠s main goals are to establish Islamic, Pakistani rule of the disputed Kashmir and Jammu region, carry out attacks against India, and wage war against U.S.-led coalition forces in Afghanistan. To achieve these objectives, HuM employs various methods, including bombings, hijackings, kidnappings and executions of Indian soldiers, government officials, civilians, and foreign tourists. HuM has allegedly received support from Pakistan¬¨√≠s Inter-Services Intelligence (ISI) since its formation. The group is one of the oldest and closest allies of Al Qaeda. It also has links to Hizbul Mujahideen, Lashkar-e-Taiba (LeT), Jaish-e-Muhammad (JeM), Lashkar-e-Jhangvi (LeJ), Sipah e Sahaba Pakistan (SSP), and the religious political party, Jamiat Ulema-e-Islam Samiul Haq (JUI-S). HuM is currently active, and operates primarily in Indian Administered Kashmir.",Harakat-ul-Mujahedeen (HuM) is a Pakistani militant group that split from Harkat-ul-Jihad-al-Islami (HuJI) in 1985.,07/00/2019,1985,0,1,1,1,01/00/1994,12/00/2015,1000,1993,200,2015,1000,1993,Muzaffarabad,,Pakistan,,1,1,1,"Pakistan, UK, Australia, Canada",1,Pakistan,
217,Harkat-ul-Jihadi al-Islami,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/harkat-ul-jihadi-al-islami,"Harkat-ul-Jihad al-Islami (HuJI) is a Pakistan-based Deobandi militant group with the central aim of liberating Jammu and Kashmir from India and making them part of Pakistan. The group was founded in 1984 during the Soviet-Afghan war and is currently led by Qari Saifullah Akhtar. HuJI has ties to both the Taliban and Al Qaeda, as well as to numerous other Pakistani-based militant organizations. HuJI has been responsible for a number of small and large-scale bombings and assassinations, particularly in the Indo-Pak region, and has an active affiliate in Bangladesh.",Harkat-ul-Jihad al-Islami (HuJI) is a Deobandi militant group with branches in Pakistan and Bangladesh. HuJI demands Islamic rule in India and Bangladesh and supports Rohingya insurgents in the Rakhine province of Myanmar.,07/00/2019,1984,0,1,1,1,1980,09/07/2011,15000,2004,500,2009,15000,2004,Kandahar,,Afghanistan,,1,0,1,"Bangladesh, India",1,Pakistan,
493,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),https://cisac.fsi.stanford.edu/mappingmilitants/profiles/hayat-tahrir-al-sham,"Hay¬¨√≠at Tahrir al-Sham (Tahrir al-Sham), formerly known as Jabhat al-Nusra (Al-Nusra), is a Sunni opposition group that aims to overthrow the Assad Regime and establish an Islamic Emirate in Syria. The group targets the Assad Regime, Shiite forces and U.S backed forces in 11 of Syria¬¨√≠s 13 governorates and has conducted operations in Lebanon¬¨√≠s Bekka Valley. Al-Nusra was formed in late 2011, when Al Qaeda in Iraq (AQI) emir Abu Bakr al-Baghdadi sent AQI operative Abu Muhammad al-Julani to Syria to organize regional jihadist cells. At its inception, Al-Nusra began harboring the Khorasan Group, a cell of approximately two-dozen experienced Al Qaeda (AQ) jihadists who were sent to Syria by central AQ leadership in order to develop international terror plots. However Al-Nusra began targeting the Islamic State (IS, formerly AQI) in January 2014 amid rising tensions between IS and the Sunni opposition forces. Additionally in July 2016, Al-Nusra ended its affiliation with Al Qaeda (AQ) and changed its name to Jabhat Fatah al-Sham (The Front for the Conquest of the Levant). Throughout the conflict, the group has sought to cast itself as an irreplaceable military ally for opposition forces, and has a longstanding military partnership with Ahrar al-Sham.","Hay’at Tahrir al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra), is a Sunni opposition group that aims to overthrow the Assad Regime and establish an Islamic Emirate in Syria.",06/00/2021,2011,0,1,1,1,12/23/2011,6/22/2020,300,2012,300,2012,20000,2020,Damascus,,Syria,first attack location,1,1,1,Turkey,1,Qatar,
81,Hezbollah,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/hezbollah,"Hezbollah is a Shiite political and militant organization based in Lebanon. Since its creation in the 1980s, it has evolved into a hybrid organization woven into the structure of Lebanese society through social services and active participation in politics while also carrying out international terrorist attacks and regional military operations. The group regularly clashes with Israel and opposes Western influence in Lebanon, and most recently has been involved in the Syrian Civil War as an ally of the Assad government.",Hezbollah is a Shiite political and militant organization based in Lebanon.,08/00/2016,1983,0,1,1,1,04/09/1983,06/00/2018,3000,2006,3000,2006,25000,2017,,Bekaa Valley,Lebanon,,1,0,1,"Canada, Australia, Netherlands, New Zealand, Bahrain, European Union, UK, Gulf Cooperation Council, Arab League, Argentina",1,Iran,
113,Hizbul Islam,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/hizbul-islam,"Hizbul Islam was an Islamist militant organization based in Somalia. It was formed in opposition to the Somali Transitional Federal Government (TFG) on February 4, 2009, through the merger of four Somali Islamist groups: the Alliance for the Re-liberation of Somalia (ARS), the Ras Kamboni Brigade, Jabhatul Islamiya (Islamic Front), and Anole. Together with Al Shabaab, another Somali Islamist militant organization, Hizbul Islam gained control of all of southern Somalia, various other provinces, and most of Mogadishu in 2009. However, Hizbul Islam and Al Shabaab eventually became rivals, and in 2010, after sustained fighting, Al Shabaab absorbed a weakened Hizbul Islam. Hizbul Islam broke away from Al Shabaab in 2012, and in 2013, the group renounced militant activity.",Hizbul Islam was an Islamist militant organization based in Somalia and active from 2009 to 2013.,02/00/2019,2009,2013,0,1,1,02/22/2009,12/13/2010,NA,NA,NA,NA,NA,NA,Mogadishu,,Somalia,first attack location,0,0,0,,1,Eritrea,best geographic location is southern and central somalia
397,International Islamic Peacekeeping Brigade,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-international-peacekeeping-brigade,International Islamic Peacekeeping Brigade was founded by Chechen rebel Shamil Basayev and Saudi national Ibn Al-Khattab in 1998. They sought to establish an independent Chechnya and North Caucasus under Shariah. IIPB served as the major liaison between Al Qaeda and terrorist organizations in the North Caucasus. The group was absorbed into the Caucasus Emirate upon its formation in 2007.,The Islamic International Peacekeeping Brigade (IIPB) was an Islamic fundamentalist group founded in 1998 to liberate Chechnya from Russian authority and establish a unified Islamic state in the North Caucasus under Shariah law.,08/00/2018,1998,2003,0,1,1,08/00/1999,10/23/2002,4000,2000s,,,,,,Chechnya,Russia,,1,1,0,,0,,
5,Islamic Army in Iraq,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-army-iraq,"The Islamic Army in Iraq (IAI) is a Sunni Islamist militant organization created in 2003 with the aim of expelling foreign troops from Iraq. From 2003-2011, the group primarily targeted U.S. forces in Iraq, although in 2006 and 2007, several clashes between IAI and Al Qaeda in Iraq (AQI) fighters were reported. The group dissolved itself in 2011 following the U.S. withdrawal in Iraq and its members subsequently created a political activism group called Sunni Popular Movement. The IAI re-activated in December 2013 to fight against the Maliki government alongside many other Sunni insurgent groups. Although it has worked with the Islamic State (IS) since its resurgence in 2013, an IAI spokesman indicated that the partnership is one of convenience and that it may soon dissolve.",The Islamic Army in Iraq (IAI) is a Sunni Islamist militant organization created in 2003 with the aim of expelling foreign troops from Iraq.,03/00/2019,2003,0,1,1,1,08/00/2004,06/10/2014,"10,400",2007,NA,NA,NA,NA,Baghdad,,Iraq,first attack location,0,0,0,,0,,"first attack location says ""in the area between Baghdad and Najaf""; I coded Baghdad as the founding city b/c it's the larger of the two cities"
107,Islamic Courts Union,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-courts-union,"The Islamic Courts Union (ICU) originated as a loose association of Islamic courts in Somalia, which provided security and managed crime after the overthrow of Somali dictator Siad Barre in 1991. Around 2000, the courts first united to form what would be called the ICU. The ICU evolved from a judicial system to a governing apparatus, eventually providing social services and implementing Shariah law in the territories under its control. The ICU maintained a powerful militia, which included the group that would be called Al Shabaab, and conquered Mogadishu as well as much of Somalia in June 2006. After ruling for several months, the ICU was defeated in December 2006 by troops from Somalia¬¨√≠s Transitional Federal Government (TFG) and Ethiopia, after which the group disbanded.",The Islamic Courts Union was a loose association of Islamic courts that operated in Somalia between 2000 and 2007. Its militia included the group that later became Al Shabaab.,02/00/2019,2000,2007,0,1,1,04/00/2006,12/31/2006,800,2004,800,2004,3000,2006,Mogadishu,,Somalia,,0,0,0,,1,"Djibouti, Egypt, Eritrea, Iran, Libya, Syria, and Saudi Arabia",bad size estimates
25,Islamic Movement of Kurdistan,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-movement-kurdistan,"The Islamic Movement of Kurdistan (IMK) is a Kurdish Islamist political organization that was founded in 1987 by Sheik Uthman Abdul Aziz with significant Iranian help. The group engaged in militant activities in the 1990s against other Kurdish groups and the Iraqi government. In addition to these militant activities, the IMK has also participated in Iraqi Kurdistan¬ís political process since 1992. In 2003, the IMK disarmed and began functioning solely as a political party. The majority of the Kurdish Islamist groups in existence today, most notably Ansar al-Islam, are splinters of the IMK.",The Islamic Movement of Kurdistan (IMK) is a Kurdish Islamist organization that was founded in 1987 by Sheik Uthman Abdul Aziz with significant Iranian help.,03/00/2019,1987,0,1,1,1,00/00/1998,00/00/1998,500,1992,200,2003,400,1998,Halabjah,,Iraq,,0,0,0,,1,"Iran, Saudia Arabia, United States",
409,Islamic Movement of Uzbekistan,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-movement-uzbekistan,"The Islamic Movement of Uzbekistan (IMU) is an Islamist militant group seeking to overthrow the Uzbek government and install an Islamic, Sharia-driven government. The group operates out of northern Afghanistan, conducting operations in Kyrgyzstan, Uzbekistan, and Tajikistan. With between 500-1000 members, the IMU is closely allied to al-Qaeda and the Taliban, and frequently conducts joint operations with the two organizations. More recent analysis of IMU activity suggests that they are working with groups to overthrow the current government of Pakistan. The IMU has its central bases in Tajikistan and Taliban-controlled parts of northern Afghanistan.","The Islamic Movement of Uzbekistan is a Salafi-jihadist militant group seeking to overthrow the Uzbek government and install an Islamic, Sharia-driven government. ",08/00/2018,1991,0,1,1,1,02/16/1999,07/29/2018,1500,2001,200,2016,7000,2015,Tashkent,,Uzbekistan,first attack location,1,1,1,"UK, Canada, Australia, Kazakhstan",0,,
817,Islamic State in Khorasan Province,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-state-khorasan-province,"The Islamic State in Khorasan Province (IS-KP) is a branch of the Salafi militant organization, the Islamic State, that is active in Afghanistan and Pakistan","The Islamic State in Khorasan Province (IS-KP) is a branch of the Salafi militant organization, the Islamic State, that is active in Afghanistan and Pakistan",02/00/2022,2015,0,1,1,0,04/18/2015,04/30/2018,1000,2016,600,2017,3000,2016,Jalalabad,Nangarhar,Afghanistan,first attack location,1,0,1,"Australia, India",0,,some estimates include just fighters; others include fighters + support elements. I used estimates of only fighters
819,Islamic State in the Greater Sahara,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-state-greater-sahara,The Islamic State in the Greater Sahara (ISGS) is an Islamic State-affiliated militant organization operating in the African Sahel region.,The Islamic State in the Greater Sahara (ISGS) is an Islamic State-affiliated militant organization operating in the African Sahel region.,07/00/2021,2015,0,1,1,0,09/02/2016,03/21/2021,40,2018,40,2018,425,2018,,,Mali,,1,0,0,,0,,
95,Jaish-e-Mohammad,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jaish-e-mohammed,"Jaish-e-Mohammad (JeM) is a Sunni extremist group based in Pakistan that seeks to annex Indian Administered Kashmir (IAK) to Pakistan and govern Pakistan according to an extreme interpretation of Shariah law. Radical Islamist scholar Masood Azhar founded the group in the early 2000s. Since its formation, the group claimed responsibility for multiple terrorist attacks in IAK, India, and Pakistan, and in 2008 began to refocus its efforts to combat U.S. and Coalition forces in Afghanistan. It regularly targets government and security forces using arms attacks and suicide bombings.",Jaish-e-Mohammed (JeM) is a Sunni extremist group based in Pakistan that seeks to annex Indian Administered Kashmir (IAK) to Pakistan and govern Pakistan according to an extreme interpretation of Shariah law.,07/00/2018,2000,0,1,1,1,04/19/2000,07/06/2018,500,2009,100,2009,1000,2009,,,Pakistan,,1,0,1,"India, Pakistan",,,
821,Jamaat Nusrat al-Islam wal Muslimeen,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jamaat-nusrat-al-islam-wal-muslimeen,Jamaat Nusrat al-Islam wal Muslimeen (JNIM) is a Salafi-Jihadist militant organization operating in the African Sahel region.,Jamaat Nusrat al-Islam wal Muslimeen (JNIM) is a Salafi-Jihadist militant organization operating in the African Sahel region.,07/00/2018,2017,0,1,1,0,03/05/2017,06/30/2018,NA,NA,NA,NA,NA,NA,Boulikessi,,Mali,first attack location,0,0,1,United Kingdom,0,,
679,Jamaat-ul-Ahrar,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jamaat-ul-ahrar-ja,"Jamaat-ul-Ahrar (JA) is a faction of the Tehrik-i-Taliban Pakistan (TTP) that temporarily splintered away in 2014. JA split from the TTP in August 2014, under the leadership of former TTP commander Omar Khalid Khorasani. This separation was a result of the growing tensions between Khorasani and the then leader of the TTP, Maulana Fazlullah. JA seeks to overthrow the Pakistani government, establish a global Islamic caliphate, and obtain Pakistan¬ís nuclear weapons. In 2015, JA realigned with TTP, while still maintaining autonomy to launch and claim attacks.",Jamaat-ul-Ahrar (JA) is a faction of the Tehrik-i-Taliban Pakistan (TTP) militant group that seeks to establish an Islamic caliphate governed by Shariah law.,07/00/2018,2014,0,1,1,1,11/02/2014,07/11/2017,NA,NA,NA,NA,NA,NA,Mohmand,Federally Administered Tribal Area,Pakistan,,1,1,0,,1,"India, Afghanistan",state sponsor allegations are unclear
